CLASSIFICACAO-DO-EVENTO,NOME-DO-EVENTO,CIDADE-DO-EVENTO,ANO-DE-REALIZACAO,TITULO-DOS-ANAIS-OU-PROCEEDINGS,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,ISBN,NOME-DA-EDITORA,CIDADE-DA-EDITORA,NOME-DO-EVENTO-INGLES,TRABALHO-EM-EVENTOS_Id
"NACIONAL","II Congresso Nacional de Formação de Professores/ XII Congresso Estadual Paulista sobre Formação de Educadores","Águas de Lindóia","2014","II Congresso Nacional de Formação de Professores/ XII Congresso Estadual Paulista sobre Formação de Educadores","","","","","","","","","",14
"NACIONAL","XXIII Congresso da Associação Nacional de Pesquisa e Pós-graduação em Música","Natal","2013","Anais do XXIII Congresso da Associação Nacional de Pesquisa e Pós-graduação em Música","","","","","","","","","",15
"NACIONAL","Congresso de Leitura do Brasil (COLE)","Campinas","2014","Revista Linha Mestra","VIII","24","","1290","1296","","","","",16
"NACIONAL","XXI Congresso Nacional da Associação Brasileira de Educação Musical","Pirenópolis","2013","Anais do XXI Congresso Nacional da Associação Brasileira de Educação Musical","XXI","","","","","","","","",17
"NAO_INFORMADO","XXIII Congresso de Iniciação Científica da Unicamp","","2015","","","","","","","","","","",18
"NAO_INFORMADO","XXIII Congresso de Iniciação Científica da Unicamp","","2015","","","","","","","","","","",19
"NACIONAL","22 Congresso da Associação Brasileira de Educação Musical","Natal - RN","2015","Anais do 22 Congresso da Associação Brasileira de Educação Musical","","","","","","","","","",20
"NACIONAL","22 Congresso da Associação Brasileira de Educação Musical","Natal - RN","2015","Anais do 22 Congresso da Associação Brasileira de Educação Musical","","","","","","","","","",21
"NACIONAL","25 Congresso da Anppom","Vitória - ES","2015","Anais do 25 Congresso da Anppom","","","","","","","","","",22
"NACIONAL","VII FALA Outra Escola","Campinas - SP","2015","Caderno de Resumos","","","","","","","","","",23
"NACIONAL","7 Encontro de Educação Musical do Instituto de Artes da Unicamp","Campinas - SP","2014","Anais do 7 Encontro de Educação Musical do Instituto de Artes da Unicamp","","","","","","2447-7621","","","",24
"NACIONAL","7 Encontro de Educação Musical do Instituto de Artes da Unicamp","Campinas - SP","2014","Anais do 7 Encontro de Educação Musical do Instituto de Artes da Unicamp","","","","","","2447-7621","","","",25
"INTERNACIONAL","31st ISME World Conference on Music Education","Porto Alegre - Brazil","2014","Anals of 31st ISME World Conference on Music Education","","","","","","","","","",26
"INTERNACIONAL","31st ISME World Conference on Music Education","Porto Alegre - Brazil","2014","Anals of 31st ISME World Conference on Music Education","","","","","","","","","",27
"NACIONAL","24 Congresso da Anppom","","2014","Anais do 24 Congresso da Anppom","","","","","","","","","",28
"NACIONAL","I Encontro sobre a formação em música na universidade","Campinas - SP","2014","Anais do I Encontro sobre a formação em música na universidade","","","","","","","","","",29
"NACIONAL","XX Congresso Anual da ABEM","Vitória, ES","2011","Jogos computacionais na educação: uma aplicação ao ensino de música","","","","","","","","","",30
"NACIONAL","Congresso Brasileiro de Educação Especial. Livro de programa e de resumos","São Carlos/SP","2008","Relato de uma experiência de inclusão de alunos portadores de necessidades educacionais especiais","","","","","","","","","",31
"NACIONAL","Encontro Nacional das Licenciaturas(ENALIC)","São Luiz/MA","2012","Implementação de coral e fanfarra na escola","","","","","","","","","",32
"REGIONAL","6 Encontro de Educação Musical do Instituto de Artes da Unicamp","Campinas/SP","2013","O Uso de \ferramentas da Internet para Interação Multicultural Entre os Jovens da América Latina no Contexto do Brasil e Argentina Através do Rock","","","","","","","","","",33
"REGIONAL","6 Encontro de Educação Musical do Instituto de Artes da Unicamp","Campinas/SP","2013","A Formação Tecnológica de Docentes em Música nos Cursos de Licenciatura","","","","","","","","","",34
"INTERNACIONAL","Simpósio Internacional de Cognição e Artes Musicais","","2016","A aquisição de Habilidades Musicais na Primeira Infância: Caminhos para o desenvolvimento de crianças com deficiência","","","","","","","","","",35
"NACIONAL","III Congresso Nacional de Formação de Professores (CNFP) e XIII Congresso Estadual Paulista sobre Formação de Educadores (CEPFE)","Águas de Lindóia/SP","2016","Estágio Supervisionado na Licenciatura em Música da FNB","","","","","","","","","",36
"REGIONAL","VI JORNADA DE ESTUDOS EM EDUCAÇÃO MUSICAL","São Carlos- SP","2016","Anais VI JEEM","6","","","208","215","2448-2153","UFSCar","São Carlos","",37
"REGIONAL","VI Jornada de Estudos em Educação Musical","São Carlos","2016","Anais VI JEEM","6","","","79","86","","UFSCAr","São carlos","",38
"REGIONAL","VI Jornada de Estudos em Educação Musical","São Carlos","2016","Anais VI JEEM","6","","","235","244","2448-2153","UFSCar","São Carlos","",39
"REGIONAL","VII Jornada de Estudos em Educação Musical","São Carlos","2017","Anais VII JEEM","7","","","","","","","","",40
"REGIONAL","VII Jornada de Estudos em Educação Musical","São Carlos","2017","Anais VII JEEM","7","","","","","","UFSCar","São Carlos","",41
"NACIONAL","7 Encontro de Educação Musical do Instituto de Artes da Unicamp","Campinas - SP","2014","Anais do 7 Encontro de Educação Musical do Instituto de Artes da Unicamp","","","","","","2447-7621","","","",42
