CLASSIFICACAO-DO-EVENTO,NOME-DO-EVENTO,CIDADE-DO-EVENTO,ANO-DE-REALIZACAO,TITULO-DOS-ANAIS-OU-PROCEEDINGS,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,ISBN,NOME-DA-EDITORA,CIDADE-DA-EDITORA,NOME-DO-EVENTO-INGLES,TRABALHO-EM-EVENTOS_Id
"INTERNACIONAL","2015 28th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)","Salvador","2015","2015 28th SIBGRAPI Conference on Graphics, Patterns and Images","","","","157","164","9781467379625","","","",143
"INTERNACIONAL","2015 28th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)","Salvador","2015","2015 28th SIBGRAPI Conference on Graphics, Patterns and Images","","","","337","344","9781467379625","IEEE","","",144
"INTERNACIONAL","Computational Vision and Medical Image Processing (Vip Image 2015)","Tenerife","2015","Proc. of Computational Vision and Medical Image Processing (VipImage)","","","","9","15","9781138029262","CRC Press","","",145
"INTERNACIONAL","Computational Vision and Medical Image Processing (Vip Image 2015)","Tenerife","2015","Proc. of Computational Vision and Medical Image Processing (VipImage)","","","","107","112","9781138029262","CRC Press","","",146
"INTERNACIONAL","2016 29th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)","Sao Paulo","2016","2016 29th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)","","","","273","280","9781509035687","IEEE","","",147
"INTERNACIONAL","2016 29th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)","Sao Paulo","2016","2016 29th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)","","","","401","407","9781509035687","IEEE","","",148
"INTERNACIONAL","Eurographics Conference on Visualization (EuroVis)","Groningen","2016","Proc. of the 18th Eurographics Conference on Visualization (EuroVis)","","","","1","5","","","","",149
"INTERNACIONAL","SPIE Medical Imaging","Orlando","2017","","10134","","","101341B","9 pages","","","","",150
"INTERNACIONAL","SPIE Medical Imaging","Orlando","2017","org.crossref.xschema._1.Title@4cd8c48e","10133","","","101332G","8 pages","","","","",151
"INTERNACIONAL","13th International Symposium on Mathematical Morphology","Fontainebleau,  France","2017","International Symposium on Mathematical Morphology (LNCS)","","","","","","","","","",152
"NACIONAL","Congresso Brasileiro de Parasitologia Veterinária e Simpósio Latino-Americano de Rickettsioses","Ribeirão Preto","2006","XIV Congresso Brasileiro de Parasitologia Veterinária e II Simpósio Latino-Americano de Rickettsioses","","","","407","407","","","","",153
