NATUREZA,TITULO-DO-TRABALHO,ANO-DO-TRABALHO,PAIS-DO-EVENTO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-TRABALHO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,TRABALHO-EM-EVENTOS_Id
"COMPLETO","Geração Descentralizada De Reservas Operativas Através Do Aproveitamento Dos Resíduos Sólidos Urbanos Como Fonte De Energia Renovável","2009","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",54
"COMPLETO","Otimização do Potencial de Geração de Usinas Hidrelétricas","2009","Brasil","Português","MEIO_MAGNETICO","","NAO","","","NAO",55
"COMPLETO","Sistema Inteligente para Monitoramento e Detecção de Padrões de Escoamento Bifásico gás-líquido","2009","Brasil","Português","MEIO_MAGNETICO","","NAO","","","NAO",56
"COMPLETO","Metodologia de Otimização para Despacho Conjunto de Energia e o Serviço de Reserva Operativa","2007","Brasil","Português","IMPRESSO","","NAO","","","NAO",57
"COMPLETO","Um Modelo de Despacho Combinado Bilateral/Pool Considerando Restrições de Segurança Pós-Contingência","2006","Brasil","Português","IMPRESSO","","NAO","","","NAO",58
"COMPLETO","Máquinas de Vetores Suporte Para Previsão de Carga à Curto Prazo","2006","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",59
"COMPLETO","Despacho Econômico Sujeito às Restrições de Contratos Bilaterais e de Segurança","2006","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",60
"COMPLETO","Previsão de Carga a Curto Prazo Usando Método de Agrupamento Nebuloso","2005","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",61
"COMPLETO","Um Modelo de Despacho Econômico de Reservas Operativas via Métodos de Pontos Interiores","2005","Brasil","Português","IMPRESSO","","NAO","","","NAO",62
"COMPLETO","Um Critério de Desempenho para o Despcaho Ótimo de Unidades Geradoras","2002","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",63
"COMPLETO","Um Modelo de Pré-Despacho Ativo/Reativo para Sistemas Hidrotérmicos Utilizando Relaxação Lagrangeana","2002","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",64
"COMPLETO","Short-Term Load Forecasting Using a Neurofuzzy Network Model","2002","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",65
"COMPLETO","Previsao de Carga no Periodo de Demanda de Ponta Utilizando Variaveis Climaticas","1997","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",66
"RESUMO","Integrated Dispatch of Thermoelectric Generation, Production and Transport of Natural Gas with Newton's Method","2010","Brasil","Inglês","NAO_INFORMADO","","NAO","","","NAO",67
"COMPLETO","An hybrid aggregate model applied to the short-term bus load forecasting problem","2009","Brasil","Inglês","NAO_INFORMADO","","NAO","10.1109/PTC.2009.5282153","","NAO",68
"COMPLETO","Clusterização Aplicada à Avaliação de Bancos","2010","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",69
"RESUMO","Influência das Restrições Elétricas na Programação Diária do Sistema Interligado","2009","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",70
"COMPLETO","A Combined Pool/Bilateral Dispatch Model Including Post-Contingency Security Constraints","2008","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",71
"RESUMO","Previsão de Carga por Barramento","2004","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",72
"COMPLETO","Selection of Investment Portfolios and Funding Options with Joint Ventures in Oil and Gas","2011","Malásia","Inglês","MEIO_DIGITAL","","NAO","","","NAO",73
"COMPLETO","Modelo Baseado em Combinação de Previsores para Previsão de Séries Temporais de Carga Elétrica","2011","Brasil","Português","IMPRESSO","","NAO","","","NAO",74
"COMPLETO","Um Modelo de Planejamento da Produção de uma Indústria Pesqueira","2011","Brasil","Português","IMPRESSO","","NAO","","","NAO",75
"COMPLETO","Uma Abordagem Rápida e Eficiente para Previsão de Carga por Barramento","2011","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",76
"COMPLETO","Optimal power flow models using network flow method","2012","Brasil","Português","NAO_INFORMADO","","NAO","10.1109/TDC-LA.2012.6319108","","NAO",77
"COMPLETO","Models of Optimal Power Flow using Network Flow Method","2012","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",78
"COMPLETO","Impacto da Restrição de Transmissão no Planejamento da Operação de Sistemas de Potência","2012","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",79
"RESUMO","Impacto da Restrição de Transmissão no Planejamento da Operação de Sistemas de Potência","2012","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",80
"COMPLETO","Novos Desenvolvimentos de Modelos de Fluxo em Redes para Problemas de Fluxo de Potência Ótimo","2012","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",81
"COMPLETO","Sistema de Suporte à Decisão para o Despacho Ótimo de Unidades Geradoras das Usinas da CESP","2011","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",82
"COMPLETO","Uma Métrica de Reservas Internacionais Baseada em Análise de Clusters","2010","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",83
"COMPLETO","Previsão de Carga de Curtíssimo Prazo no Período de Ponta Utilizando a Abordagem de Dias Similares","1999","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",84
"COMPLETO","Redes Neurais Artificiais para Previsão de Carga na Operação de Sistemas de Energia Elétrica Utilizando Regras Heurísticas","1999","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",85
"COMPLETO","Aplicação de Redes Neurais Artificiais para Previsão de Carga no Período de Demanda de Ponta","1995","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",86
"COMPLETO","Uso de Variáveis Climáticas em Previsão de Carga no Período de Demanda de Ponta Utilizando Redes Neurais Artificiais","1997","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",87
"COMPLETO","PREVISÃO DE CARGA À CURTÍSSIMO PRAZO NO PERÍODO DE PONTA UTILIZANDO A ABORDAGEM DE DIAS SIMILARES","1999","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",88
"COMPLETO","MAPAS AUTO-ORGANIZÁVEIS NÃO-PARAMÉTRICOS PARA ANÁLISE DA INFLUÊNCIA CLIMÁTICA EM CURVAS DE CARGA","1999","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",89
"COMPLETO","Influence of the thermal limits of transmission lines in the economic dispatch","2006","Brasil","Português","NAO_INFORMADO","","NAO","10.1109/PES.2006.1709590","","NAO",90
"COMPLETO","An Integrated Dispatch Model of Gas Supply and Thermoelectric Generation With Constraints on the Gas Supply","2006","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",91
"COMPLETO","An Integrated Dispatch Model of Gas Supply and Thermoelectric System","2005","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",92
"COMPLETO","Um Modelo de Despacho de Reativos através de Algoritmos Genéticos e Fluxo de Potência Ótimo","2001","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",93
"COMPLETO","Um Critério de Desempenho para o Despacho Ótimo de Unidades Geradoras","2002","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",94
"COMPLETO","Comparison Between Two Methodologies for Hydro Unit Commitment Problem","2006","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",95
"COMPLETO","Resolução do problema de escoamento da soja no Brasil por hub-and-spoke","2013","Brasil","Português","MEIO_MAGNETICO","","NAO","","","NAO",96
"COMPLETO","Modelo de design de rede de hubs aplicado a cadeia de exportação da soja brasileira","2014","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",97
"COMPLETO","Design network model with location to the soybean chain in Brazil","2014","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",98
"COMPLETO","Critical load forecasting using ANN & Exponential Smoothing","2015","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",99
"COMPLETO","A simulation model for the dispersion of Huanglongbing (HLB) disease in an orchard","2015","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",100
"COMPLETO","Modeling and optimization of the stowage plan and handling in containers in port yards by rules representation and genetic algorithm","2016","Brasil","Inglês","MEIO_DIGITAL","","NAO","","","NAO",101
"COMPLETO","Incorporating voltage/reactive representation to short-term generation scheduling models","2002","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",102
