CLASSIFICACAO-DO-EVENTO,NOME-DO-EVENTO,CIDADE-DO-EVENTO,ANO-DE-REALIZACAO,TITULO-DOS-ANAIS-OU-PROCEEDINGS,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,ISBN,NOME-DA-EDITORA,CIDADE-DA-EDITORA,NOME-DO-EVENTO-INGLES,TRABALHO-EM-EVENTOS_Id
"NAO_INFORMADO","XXV Simpósio Brasileiro de Pesquisa Operacional","Campinas - SP","1993","","","","","","","","","","",14
"NAO_INFORMADO","XXV Simpósio Brasileiro de Pesquisa Operacional","Campinas - SP","1993","","","","","","","","","","",15
"INTERNACIONAL","IPC2000 - International Pipeline Conference","Calgary","2000","proceedings of IPC2000","2","","","1459","1466","","","","",16
"NACIONAL","XVI Seminário Nacional de Produção e Transmissão de Energia Elétrica (SNPTEE)","Campinas, SP.","2001","Anais do XVI Seminário Nacional de Produção e Transmissão de Energia Elétrica (SNPTEE)","","","","","","","","","",17
"NACIONAL","XVII Seminário Nacional de Produção e Transmissão de Energia Elétrica","Uberlândia, MG.","2003","Anais do XVII Seminário Nacional de Produção e Transmissão de Energia Elétrica","1","","","","","","","","",18
"NACIONAL","IX SEPOPE","Rio de Janeiro","2004","Anais do IX SEPOPE","","","","","","","","","",19
"NACIONAL","IX SEPOPE - Symposium of Specialists in Electric Operational an Expansion Planning","Rio de Janeiro","2004","Anais de IX SEPOPE","","","","","","","","","",20
"INTERNACIONAL","Bolonha IEEE Power Tech","Bolonha - Itália","2003","Anais do Bolonha IEEE Power Tech","","","","","","","","","",21
"INTERNACIONAL","IEEE/PSCE 2004","Nova York","2004","Anias do IEEE/PSCE 2004","","","","","","","","","",22
"NACIONAL","VIII Symposium of Specialists in Electric Operational and Expansion Planning","Brasília","2002","Anais do VIII Symposium of Specialists in Electric Operational and Expansion Planning","","","","","","","","","",23
"NACIONAL","XXXVI SBPO- Simpósio Brasileiro de Pesquisa Operacional","Goiânia - GO","2004","","CDROM","","","","","","","","",24
"NACIONAL","XXXVI SBPO - Simpósio Brasileiro de Pesquisa Operacional","Goiânia - GO","2004","Anais do XXVI SBPO - Simpósio Brasileiro de Pesquisa Operaciona","CDROM","","","","","","","","",25
"NACIONAL","XXXVI SBPO - Simpósio Brasileiro de Pesquisa Operacional","Goiânia - GO","2004","Anais XXXVI SBPO - Simpósio Brasileiro de Pesquisa Operacional","CDROM","","","","","","","","",26
"NACIONAL","XV CBA - Congresso Brasileiro de Automática","Gramado - RS","2004","Anais do XV CBA - Congresso Brasileiro de Automática","CDROM","","","","","","","","",27
"REGIONAL","SisPot 2004 - Encontro de Pesquisadores em Sistemas de Potência","Campinas -SP","2004","","","","","","","","","","",28
"INTERNACIONAL","2005 IEEE Russia Power Tech","St. Petersburg","","2005 IEEE Russia Power Tech","CDROM","","","1","6","9785932080344","IEEE","","",29
"INTERNACIONAL","International Conference on Optical Fibre Sensors 2008 (OFS)","Perth","2008","Proceedings of nternational Conference on Optical Fibre Sensors 2008 (OFS)","","","","","","","","","",30
"NACIONAL","XIX SNPTEE - Seminário Nacionall de Produção e Transmissão de Energia Elétrica","Rio de Janeiro","2007","Anais XIX SNPTEE - Seminário Nacional de Produção e Transmissão de Energia Elétrica","CDROM","","","1","3","","","","",31
"NACIONAL","XIX SNPTEE - Seminário Nacional de Produção e Transmissão de Energia Elétrica","Rio de Janeiro","2007","Anais XIX SNPTEE - Seminário Nacional de Produção e Transmissão de Energia Elétrica","CDROM","","","1","3","","","","",32
"NACIONAL","XVIII SNPTEE - Seminário Nacional de Produção e Transmissão de Energia Elétrica","Curitiba - PR","2005","Anais do XVIII SNPTEE - Seminário Nacional de Produção e Transmissão de Energia Elétrica","CDROM","","","1","6","","","","",33
"NACIONAL","VII Congresso Brasileiro de Redes Neurais","São Luiz","2005","Anais do VII Congresso Brasileiro de Redes Neurais","CDROM","","","1","6","","","","",34
"NACIONAL","VII Simpósio Brasileiro de Automação Inteligente","Natal - RN","2005","Anais do VII Simpósio Brasileiro de Automação Inteligente","CDROM","","","1","6","","","","",35
"INTERNACIONAL","XV PSCC","Liége - Bélgica","2005","Proceedings of XV PSCC","","","","","","","","","",36
"NACIONAL","Encontro de Pesquisadores de Sistemas de Potência - SISPOT 2009","Campinas","2009","Anais do Encontro de Pesquisadores de Sistemas de Potência - SISPOT 2009","1","","","72","73","","","","",37
"INTERNACIONAL","2010 IEEE/PES T&D 2010 Latin America","São Paulo","2010","Proceedings of 2010 IEEE/PES T&D 2010 Latin America","1","","","1","3","","","","",38
"INTERNACIONAL","2010 10th International Conference on Hybrid Intelligent Systems (HIS 2010)","Atlanta","","2010 10th International Conference on Hybrid Intelligent Systems","1","","","55","60","9781424473632","IEEE","","",39
"NACIONAL","2010 SisPot - Encontro de Pesquisadores em Sistemas de Potência","Campinas","2010","Anais do 2010 SisPot - Encontro de Pesquisadores em Sistemas de Potência","1","","","1","6","","","","",40
"INTERNACIONAL","VII Brazil-Japan International Workshop on Renewable Energy, Sustainable Development and Student Mobility","Campinas","2009","Proceedings of VII Brazil-Japan International Workshop on Renewable Energy, Sustainable Development and Student Mobility","1","","","1","6","","","","",41
"INTERNACIONAL","2009 Congreso Internacional De Ingeniería Eléctrica - INTERCON","Lima","2009","Proceedings of 2009 Congreso Internacional De Ingeniería Eléctrica - INTERCON","1","","","1","3","","","","",42
"INTERNACIONAL","2009 IEEE Bucharest PowerTech (POWERTECH)","Bucharest","","2009 IEEE Bucharest PowerTech","1","","","1","6","9781424422340","IEEE","","",43
"INTERNACIONAL","2009 IEEE/PES Power Systems Conference and Exposition (PSCE)","Seattle","","2009 IEEE/PES Power Systems Conference and Exposition","1","","","1","8","9781424438105","IEEE","","",44
"INTERNACIONAL","Energy Society General Meeting","Pittsburgh","","2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century","1","","","1","7","9781424419050","IEEE","","",45
"INTERNACIONAL","IEEE PES Transmission and Distribution Conference and Exposition Latin America","Caracas","2006","Proceedings of IEEE PES Transmission and Distribution Conference and Exposition Latin America","1","","","1","6","","","","",46
"NAO_INFORMADO","2004 IEEE/PES Transmission & Distribution Conference and Exposition:Latin America","São Paulo","2006","Proceedings of 	2004 IEEE/PES Transmission & Distribution Conference and Exposition:Latin America","1","","","1","6","","","","",47
"INTERNACIONAL","IEEE World Congress on Computational Intelligence - A Joint Conference of the International Joint Conference on Neural Networks, IEEE International Conference on Fuzzy Systems and IEEE Congress on Evolutionary Computation","Campinas","2006","Proceedings of IEEE World Congress on Computational Intelligence - A Joint Conference of the International Joint Conference on Neural Networks, IEEE International Conference on Fuzzy Systems and IEEE Congress on Evolutionary Computation","1","","","9777","9784","","","","",48
"INTERNACIONAL","<![CDATA[The 2006 IEEE International Joint Conference on Neural Network Proceedings]]>","Vancouver","","<![CDATA[The 2006 IEEE International Joint Conference on Neural Network Proceedings]]>","1","","","2627","4941","0780394909","IEEE","","",49
"INTERNACIONAL","IEEE CEC 2004 Congress on Evolutionary Computation","","2004","Proceedings of IEEE CEC 2004 Congress on Evolutionary Computation","1","","","1","6","","","","",50
"NACIONAL","XVIII Congresso Brasileiro de Automática (CBA)","Bonito","2010","Anais do XVIII Congresso Brasileiro de Automática (CBA)","1","","","1","3","","","","",51
"NACIONAL","VII Congresso Brasileiro de Planejamento Energético ? VII CBPE","São Paulo","2010","Anais do	VII Congresso Brasileiro de Planejamento Energético ? VII CBPE","CDROM","","","1","10","","","","",52
"NACIONAL","42o. Simpósio Brasileiro de Pesquisa Operacional (SBPO)","Bento Gonçalves","2010","Anais do 42o. Simpósio Brasileiro de Pesquisa Operacional (SBPO)","1","","","1","6","","","","",53
"NACIONAL","41o. Simpósio Brasileiro de Pesquisa Operacional (SBPO)","Porto Seguro","2009","Anais do 41o. Simpósio Brasileiro de Pesquisa Operacional (SBPO)","1","","","1","6","","","","",54
"NACIONAL","Congresso de Inovação Tecnológica em Energia Elétrica (CITENEL)","Belém","2009","Anais do Congresso de Inovação Tecnológica em Energia Elétrica (CITENEL)","CDROM","","","1","8","","","","",55
"NACIONAL","Congresso Rio Automação","Rio de Janeiro","2009","Anais do Congresso Rio Automação","CD","","","1","8","","","","",56
"NACIONAL","XXXIX SBPO - Simpósio Brasileiro de Pesquisa Operacional","Fortaleza","2007","Anais do XXXIX SBPO - Simpósio Brasileiro de Pesquisa Operacional","CDROM","","","1","3","","","","",57
"NACIONAL","XVI Congresso Brasileiro de Automática - CBA 2006","Saslvador","2006","Anais do XVI Congresso Brasileiro de Automática - CBA 2006","CDROM","","","1","3","","","","",58
"NACIONAL","XVI Congresso Brasileiro de Automática - CBA 2006","Salvador","2006","Anais do XVI Congresso Brasileiro de Automática - CBA 2006","1","","","1716","1721","","","","",59
"NACIONAL","SisPot 2006 - Encontro de Pesquisadores em Sistemas de Potência","Campinas","2006","Anais do SisPot 2006 - Encontro de Pesquisadores em Sistemas de Potência","1","","","1","3","","","","",60
"NAO_INFORMADO","VII Congresso Brasileiro de Redes Neurais - CBRN 2005","Natal","2005","Anais do VII Congresso Brasileiro de Redes Neurais - CBRN 2005","1","","","1","64","","","","",61
"NACIONAL","XXXVII SBPO - Simpósio Brasileiro de Pesquisa Operaciona","Gramado","2005","Anais do XXXVII SBPO - Simpósio Brasileiro de Pesquisa Operaciona","CDROM","","","1","6","","","","",62
"NACIONAL","III SEPOCH - Simpósio de Especialistas em Operação de Centrais Hidrelétricas","Foz do Iguaçu","2002","Anais do III SEPOCH - Simpósio de Especialistas em Operação de Centrais Hidrelétricas","1","","","1","6","","","","",63
"NACIONAL","XIV Congresso Brasileiro de Automática - CBA 2002","Natal","2002","Anais do XIV Congresso Brasileiro de Automática - CBA 2002","1","","","593","598","","","","",64
"NACIONAL","XIV Congresso Brasileiro de Automática - CBA 2002","","2002","Anais do XIV Congresso Brasileiro de Automática - CBA 2002","1","","","365","370","","","","",65
"NACIONAL","XIV SNPTEE - Seminário Nacional de Produção e Transmissão de Energia Elétrica","Belém","1997","Anais do XIV SNPTEE - Seminário Nacional de Produção e Transmissão de Energia Elétrica","","","","","","","","","",66
"INTERNACIONAL","ALIO/INFORMS Joing International Meeting","Buenos Aires","2010","Proceedings of ALIO/INFORMS Joing International Meeting","1","","","1","6","","","","",67
"INTERNACIONAL","2009 IEEE Bucharest PowerTech (POWERTECH)","Bucharest","","2009 IEEE Bucharest PowerTech","1","","","1","370","9781424422340","IEEE","","",68
"NACIONAL","42o. Simpósio Brasileiro de Pesquisa Operacional (SBPO)","Bento Gonçalves","2010","Anais do 42o. Simpósio Brasileiro de Pesquisa Operacional (SBPO)","1","","","1","6","","","","",69
"NACIONAL","SisPot 2009 - Encontro Interno de Pesquisadores em Sistemas de Potência","Campinas","2009","Anais do SisPot 2009 - Encontro Interno de Pesquisadores em Sistemas de Potência","1","","","1","3","","","","",70
"NACIONAL","Congresso Brasileiro de Automática (CBA)","Juiz de Fora","2008","Anais Congresso Brasileiro de Automática (CBA)","1","","","1","3","","","","",71
"NACIONAL","SisPot 2004 - Encontro de Pesquisadores em Sistemas de Potência","","2004","Anais do SisPot 2004 - Encontro de Pesquisadores em Sistemas de Potência","","","","1","3","","","","",72
"INTERNACIONAL","22011 Enhanced Oil Recovery Confere4nce, Intercontinental Kuala Lumpur","Kuala Lumpur","2011","Proceedings of 2011 Enhanced Oil Recovery Confereece, Intercontinental Kuala Lumpur","","","","1","3","","","","",73
"NACIONAL","XLIII Simpósio Brasileiro de Pesquisa Operacional (SBPO)","Ubatuba - SP","2011","Anais do XLIII Simpósio Brasileiro de Pesquisa Operacional (SBPO)","1","","","77","77","","","","",74
"NACIONAL","XLIII Simpósio Brasileiro de Pesquisa Operacional (SBPO)","Ubatuba - SP","2011","Anais do XLIII Simpósio Brasileiro de Pesquisa Operacional (SBPO)","1","","","80","80","","","","",75
"NACIONAL","XXI SNPTEE Seminário Nacional de Produção e Transmissão de Energia Elétrica","Florianópolis - SC","2011","Anais do XXI SNPTEE Seminário Nacional de Produção e Transmissão de Energia Elétrica","1","","","","","","","","",76
"NAO_INFORMADO","2012 IEEE/PES Transmission & Distribution Conference & Exposition: Latin America","Montevideo","","2012 Sixth IEEE/PES Transmission and Distribution: Latin America Conference and Exposition (T&D-LA)","","","","1","","9781467326735","IEEE","","",77
"INTERNACIONAL","Sixth IEEE/PES Transmission and Distribution: Latin America Conference and Exposition (T&D-LA)","Montevideo/URUGUAI","2012","IEEE T&D-LA","","","","1","3","","IEEE","","",78
"INTERNACIONAL","IV Simpósio Brasileiro de Sistemas Elétricos (SBSE)","Goiânia","2012","IV Simpósio Brasileiro de Sistemas Elétricos (SBSE)","1","","","","","","","","",79
"NACIONAL","SisPot 2012 - Encontro de Pesquisadores em Sistemas de Potência","Campinas","2012","SisPot 2012","","","","","","","","","",80
"NACIONAL","IV Simpósio Brasileiro de Sistemas Elétricos (SBSE)","Goiânia","2012","IV Simpósio Brasileiro de Sistemas Elétricos (SBSE)","","","","","","","","","",81
"NACIONAL","VI Congresso de Inovação Tecnológica em Energia Elétrica (CITENEL)","Fortaleza","2011","VI Congresso de Inovação Tecnológica em Energia Elétrica (CITENEL)","","","","","","","","","",82
"NACIONAL","42o. Simpósio Brasileiro de Pesquisa Operacional (SBPO)","Bento Gonçalves","2010","42o. Simpósio Brasileiro de Pesquisa Operacional (SBPO)","","","","","","","","","",83
"NACIONAL","XXXI Simpósio Brasileiro de Pesquisa Operacional","Juiz de Fora","1999","XXXI Simpósio Brasileiro de Pesquisa Operacional","","","","","","","","","",84
"NAO_INFORMADO","XXXI Simpósio Brasileiro de Pesquisa Operacional","Juiz de Fora","1999","XXXI Simpósio Brasileiro de Pesquisa Operacional","","","","","","","","","",85
"NACIONAL","II CONGRESSO BRASILEIRO DE REDES NEURAIS","Curitiba","1995","II CONGRESSO BRASILEIRO DE REDES NEURAIS","","","","","","","","","",86
"NACIONAL","XIV SNPTEE - SEMINÁRIO NACIONAL DE PRODUÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA","Belém","1997","XIV SNPTEE - SEMINÁRIO NACIONAL DE PRODUÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA","","","","","","","","","",87
"NACIONAL","XXXI SBPO - SIMPÓSIO BRASILEIRO DE PESQUISA OPERACIONAL","Juiz de Fora","1999","XXXI SBPO - SIMPÓSIO BRASILEIRO DE PESQUISA OPERACIONAL","","","","","","","","","",88
"NACIONAL","XV Seminário Nacional de Produção e Transmissão de Energia Elétrica - SNPTEE","Foz do Iguaçu","1999","XV Seminário Nacional de Produção e Transmissão de Energia Elétrica - SNPTEE","","","","","","","","","",89
"NAO_INFORMADO","<![CDATA[2006 IEEE Power Engineering Society General Meeting]]>","Montreal","2006","<![CDATA[2006 IEEE Power Engineering Society General Meeting]]>","","","","6 pp.","","1424404932","IEEE","","",90
"NACIONAL","X Symposium of Specialists in Electric Operation and Expansion Planning","Florianopolis","2006","X Symposium of Specialists in Electric Operation and Expansion Planning","","","","","","","","","",91
"INTERNACIONAL","15th Power Systems Computation Conference","Liège","2005","Proceedings of PSCC'05","","","","","","","","","",92
"NACIONAL","XXXIII Simpósio Brasileiro de Pesquisa Operacional","Campos do Jordão-SP","2001","XXXIII Simpósio Brasileiro de Pesquisa Operacional","","","","","","","","","",93
"NACIONAL","III Simpósio de Especialistas em Operação de Centrais Hidrelétricas","Foz do Iguaçu","2002","III Simpósio de Especialistas em Operação de Centrais Hidrelétricas","","","","","","","","","",94
"NACIONAL","X Symposium of Specialists in Electric Operacional and Expansion Planning","Florianópolis","2006","X Symposium of Specialists in Electric Operacional and Expansion Planning","","","","","","","","","",95
"NACIONAL","XVI Simpósio de Pesquisa Operacional & Logística da Marinha - SPOLM 2013","Rio de Janeiro","2013","SPOLM 2013","","","","","","","","","",96
"NACIONAL","XXI SIMPEP - Simpósio de Engenharia de Produção","Bauru/SP","2014","XXI SIMPEP - Simpósio de Engenharia de Produção","","","","","","","","","",97
"NACIONAL","XLVI Simpósio Brasileiro de Pesquisa Operacional - SBPO","Salvador/BA","2014","XLVI Simpósio Brasileiro de Pesquisa Operacional - SBPO","","","","","","","","","",98
"INTERNACIONAL","2015 CIGRÉ Canada Conference","Winnipeg-Manitoba-CA","2015","2015 CIGRÉ Canada Conference","","","","","","","","","",99
"INTERNACIONAL","IX Congresso Latinoamericano de Biomatemática","Botucatu","2015","IX Congresso Latinoamericano de Biomatemática","","","","","","","","","",100
"NAO_INFORMADO","IX PIANC - COPEDEC 2016","Rio de Janeiro","2016","IX PIANC - COPEDEC 2016","1","1","","","16","","","","",101
"INTERNACIONAL","IEEE PES Summer Meeting 2002","Chicago","2002","Anais do IEEE PES Summer Meeting 2002","1","","","","","","","","",102
