NOME_COMPLETO,NOME_PARA_CITACAO,FLAG_RESPONSAVEL,PROJETO_NOME
Leila Giarola,"GIAROLA, L.",NAO,Searching for Potential Antibiotic Factories in Actinomycetes (Streptomycetes) Isolated from Brazilian Territory
Suéllen da Silva Moraes,Moraes S. S.,NAO,Searching for Potential Antibiotic Factories in Actinomycetes (Streptomycetes) Isolated from Brazilian Territory
Adriana Fu Vivian,"VIVIAN, A. F.",NAO,Searching for Potential Antibiotic Factories in Actinomycetes (Streptomycetes) Isolated from Brazilian Territory
Suelen da Rocha Gomes,"GOMES, S. R.",NAO,Searching for Potential Antibiotic Factories in Actinomycetes (Streptomycetes) Isolated from Brazilian Territory
Morgana Gleibe Lucio,"LUCIO, M. G.",NAO,Searching for Potential Antibiotic Factories in Actinomycetes (Streptomycetes) Isolated from Brazilian Territory
Pedro Luís Rocha da Cruz,"CRUZ, P. L. R.",NAO,Searching for Potential Antibiotic Factories in Actinomycetes (Streptomycetes) Isolated from Brazilian Territory
Luciana Gonzaga de Oliveira,"De OLIVEIRA, L. G.;Oliveira, Luciana G. de;de Oliveira, Luciana Gonzaga;OLIVEIRA, LUCIANA GONZAGA DE;OLIVEIRA, LUCIANA G.;GONZAGA DE OLIVEIRA, LUCIANA;DE OLIVEIRA, LUCIANA G.",SIM,Evolução Dirigida de Enzimas
Gabriela D. Tormet Gonzalez,"GONZALEZ, G. D. T.",NAO,Evolução Dirigida de Enzimas
Fernanda Bacciotti,"BACCIOTTI, F.",NAO,Evolução Dirigida de Enzimas
Luciana Gonzaga de Oliveira,"De OLIVEIRA, L. G.;Oliveira, Luciana G. de;de Oliveira, Luciana Gonzaga;OLIVEIRA, LUCIANA GONZAGA DE;OLIVEIRA, LUCIANA G.;GONZAGA DE OLIVEIRA, LUCIANA;DE OLIVEIRA, LUCIANA G.",SIM,Explorando a Biodiversidade Brasileira para a obtenção de Policetídeos Macrolídicos Complexos
Leila Giarola,"GIAROLA, L.",NAO,Explorando a Biodiversidade Brasileira para a obtenção de Policetídeos Macrolídicos Complexos
Suéllen da Silva Moraes,Moraes S. S.,NAO,Explorando a Biodiversidade Brasileira para a obtenção de Policetídeos Macrolídicos Complexos
Suelen da Rocha Gomes,"GOMES, S. R.",NAO,Explorando a Biodiversidade Brasileira para a obtenção de Policetídeos Macrolídicos Complexos
Morgana Gleibe Lucio,"LUCIO, M. G.",NAO,Explorando a Biodiversidade Brasileira para a obtenção de Policetídeos Macrolídicos Complexos
Pedro Luís Rocha da Cruz,"CRUZ, P. L. R.",NAO,Explorando a Biodiversidade Brasileira para a obtenção de Policetídeos Macrolídicos Complexos
Luciana Gonzaga de Oliveira,"De OLIVEIRA, L. G.;Oliveira, Luciana G. de;de Oliveira, Luciana Gonzaga;OLIVEIRA, LUCIANA GONZAGA DE;OLIVEIRA, LUCIANA G.;GONZAGA DE OLIVEIRA, LUCIANA;DE OLIVEIRA, LUCIANA G.",SIM,Obtenção de Lipases Termoestáveis por Evolução Dirigida
Anita Jocelyne Marsaioli,"MARSAIOLI, A. J.",NAO,Obtenção de Lipases Termoestáveis por Evolução Dirigida
Simone M. Mantovani,"MANTOVANI, S. M.",NAO,Obtenção de Lipases Termoestáveis por Evolução Dirigida
Luciana Gonzaga de Oliveira,"De OLIVEIRA, L. G.;Oliveira, Luciana G. de;de Oliveira, Luciana Gonzaga;OLIVEIRA, LUCIANA GONZAGA DE;OLIVEIRA, LUCIANA G.;GONZAGA DE OLIVEIRA, LUCIANA;DE OLIVEIRA, LUCIANA G.",SIM,Obtenção das epóxido hidrolases de P. stipitis e R. glutinis
Anita Jocelyne Marsaioli,"MARSAIOLI, A. J.",NAO,Obtenção das epóxido hidrolases de P. stipitis e R. glutinis
Raquel Rodrigues Rampasio,"RAMPASIO, R. R.",NAO,Obtenção das epóxido hidrolases de P. stipitis e R. glutinis
Luciana Gonzaga de Oliveira,"De OLIVEIRA, L. G.;Oliveira, Luciana G. de;de Oliveira, Luciana Gonzaga;OLIVEIRA, LUCIANA GONZAGA DE;OLIVEIRA, LUCIANA G.;GONZAGA DE OLIVEIRA, LUCIANA;DE OLIVEIRA, LUCIANA G.",NAO,Convênio de Cooperação Técnico-Científica Braskem/UNICAMP
Gonçalo Amarante Guimarães Pereira,"PEREIRA, G. A. G.",SIM,Convênio de Cooperação Técnico-Científica Braskem/UNICAMP
Eliane Laranja Dias,"DIAS, E. L.",NAO,Convênio de Cooperação Técnico-Científica Braskem/UNICAMP
Marcelo Falsarella Carazzolle,"CARAZZOLLE, M. F.",NAO,Convênio de Cooperação Técnico-Científica Braskem/UNICAMP
Johana Rincones,"RINCONES, J.",NAO,Convênio de Cooperação Técnico-Científica Braskem/UNICAMP
Lucas Pedersen Parizzi,"PARIZZI, L. P.",NAO,Convênio de Cooperação Técnico-Científica Braskem/UNICAMP
Maria Carolina de Barros Grassi,"GRASSI, M. C. B.",NAO,Convênio de Cooperação Técnico-Científica Braskem/UNICAMP
Taís Sineiro Herig,"HERIG, T. S.",NAO,Convênio de Cooperação Técnico-Científica Braskem/UNICAMP
Ane Fernanda Beraldi Zeidler,"ZEIDLER, A. F. B.",NAO,Convênio de Cooperação Técnico-Científica Braskem/UNICAMP
