CLASSIFICACAO-DO-EVENTO,NOME-DO-EVENTO,CIDADE-DO-EVENTO,ANO-DE-REALIZACAO,TITULO-DOS-ANAIS-OU-PROCEEDINGS,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,ISBN,NOME-DA-EDITORA,CIDADE-DA-EDITORA,NOME-DO-EVENTO-INGLES,TRABALHO-EM-EVENTOS_Id
"NACIONAL","XV Encontro Nacional de Estudos Populacionais","Caxambu","2006","Anais do XV Encontro Nacional de Estudos Populacionais","1","","","","","8585543159","ABEP","Campinas","",19
"NAO_INFORMADO","XVI Encontro Nacional de Estudos Populacionais","Caxambu","2008","XVI Encontro Nacional de Estudos Populacionais","","","","1","19","","ABEP","Caxambu","",20
"NAO_INFORMADO","III Congreso de la Associación Latinoamericana de Población","Corboda","2008","III Congreso de la Asociación Latinoamericana de Población","","","","1","19","","ALAP","","",21
"INTERNACIONAL","53. IAC - Congreso Internacional de Americanistas - Los pueblos americanos: cambios y continuidades - la construción de lo propio en un mundo globalizado","Cidade do México","2009","Inserción laboral y regulamentación del trabajo de las mujeres en Brasil.","","","","","","","","Cidade do México","",22
"INTERNACIONAL","II Congreso de la Associación Latinoamericana de Población","Guadalajara","2006","Ocupação, rendimentos e gênero: uma comparação Brasil e Chile","2","","","1","7","","ALAP","","",23
"REGIONAL","VI Encontro Regional de Estudos de Trabalho","João Pessoa","2007","Formalização dos Contratos de trabalho e salários no Nordeste","","","","","","","ABET","","",24
"INTERNACIONAL","II Congreso de Economia Feminista","Zaragoza","2007","Trabajo Remunerado de las Mujeres e ingreso de las familias Brasileñas : 1981 ? 2005","","","","","","","","","",25
"INTERNACIONAL","XXV IUSSP Internacional Population Conference","Tours","2005","Efectos de los grados de escolaridad sobre los ingresos desde una perspectiva de género en la Região Metropolitana de São Paulo","","","","","","","","","",26
"INTERNACIONAL","XXVI IUSSP International Population Conference","Marrakech","2009","XXVI IUSSP International Population Conference","","","","","","","","","",27
"NACIONAL","XI Encontro Nacional da ABET","Campinas","2009","XI Encontro Nacional da ABET","","","","","","","","","",28
"INTERNACIONAL","XXVIII International Congress - LASA - Latin American Studies Association","Rio de Janeiro","2009","XXVIII International Congress - LASA - Latin American Studies Association","","","","","","","","","",29
"NACIONAL","XLV Congresso da SOBER: Conhecimentos para Agricultura do futuro","Londrina - PR","2007","XLV Congresso da SOBER: Conhecimentos para Agricultura do futuro","","","","","","","","","",30
"NACIONAL","XII Encontro Nacional da Associação Brasileira de Estudos do Trabalho","João Pessoa - PB","2011","Anais do XII Encontro Nacional da Associação Brasileira de Estudos do Trabalho","XII","1","","1544","1559","","Universidade Federal da Paraíba","João Pessoa","",31
"NACIONAL","XVII Encontro Nacional de Estudos Populacionais","Caxambu","2010","Anais do XVII Encontro Nacional de Estudos Populacionais","","","","","","","","","",32
"NACIONAL","XVII Encontro Nacional de Estudos Populacionais","Caxambu","2010","Anais do XVII Encontro Nacional de Estudos Populacionais","","","","","","","","","",33
"INTERNACIONAL","XXIX Internacional Congress of the Latin American Studies Association (LASA)","Toronto - Canadá","2010","Anais do XXIX Internacional Congress of the Latin American Studies Association (LASA)","","","","","","","","","",34
"INTERNACIONAL","IV Global Labour University Conference","Berlim, Alemanha","2010","Anais IV Global Labour University Conference","","","","1","30","","","","",35
"INTERNACIONAL","XXVI Congreso de Asociaciónn Latinoamericana de Sociologia","Guadalajara","2007","Anais do XXVI Congreso de Asociaciónn Latinoamericana de Sociologia","","","","1","20","","","","",36
"INTERNACIONAL","Conference Work, Employment and Society","Brighton - Inglaterra","2010","Anais Conference Work, Employment and Society","","","","1","16","","Inglaterra : University of Brighton","","",37
"INTERNACIONAL","Congreso Internacional: Família y Organización Social en Europa y América, Siglos XV-XX","Murcia ? Albacete","2007","Anais do ?Congreso Internacional: Família y Organización Social en Europa y América, Siglos XV-XX?","","","","","","","","","",38
"INTERNACIONAL","XXX Congresso Internacional da Associação de Estudos Latino-Americanos - LASA","San Francisco","2012","Anais do XXX Interational Congress LASA","1","1","1","1","20","","LASA","São Francisco","",39
"INTERNACIONAL","V Congreso de la Asociación Latinoamericana de Población - ALAP","Montevideo","2012","Programa del V Congreso de ALAP - 2012","","","","","","1688-9991","","","",40
"INTERNACIONAL","10th Global Labor University Conference","Washington D.C'","2015","GROWTH WITH SOCIAL INCLUSION AND LOW INCOME LABOR MARKET IN BRAZIL.","","","","","","","","","",41
"NACIONAL","XIV ENCONTRO NACIONAL DA ABET: Trabalho, dinâmicas internacionais e os desafios para o Brasil","Campinas","2015","Dinâmica demográfica e mercado de trabalho","","","","","","","","","",42
"INTERNACIONAL","13th International Conference Developments in Economic Theory and Policy","Bilbao","2016","Socially inclusive economic growth and the reduction of gender inequalities in the labour market","","","","","","","Department of Applied Economics","Bilbao","",43
"INTERNACIONAL","11ª Annual GLU conference 'The Just Transition and the Role od Labour: our ecological, social and economic future.","Jonesburgo","2016","11ª Annual GLU conference","","","","","","","","","",44
"INTERNACIONAL","LASA New York","New York","2016","LASA New York","","","","","","","","","",45
"LOCAL","XX Congresso Interno de Iniciação Científica da Unicamp","Campinas","2012","Caderno de resumos do XX Congresso Interno de Iniciação Científica, UNICAMP, 24 a 26 de outubro de 2012.","","","","i","556","","","","",46
