CLASSIFICACAO-DO-EVENTO,NOME-DO-EVENTO,CIDADE-DO-EVENTO,ANO-DE-REALIZACAO,TITULO-DOS-ANAIS-OU-PROCEEDINGS,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,ISBN,NOME-DA-EDITORA,CIDADE-DA-EDITORA,NOME-DO-EVENTO-INGLES,TRABALHO-EM-EVENTOS_Id
"INTERNACIONAL","4th International Workshop on Exception Handling (WEH 2008)","Atlanta, Georgia","2008","Proceedings of the 4th International Workshop on Exception Handling (WEH 2008)","","","","","","","ACM Press","","",73
"INTERNACIONAL","IEEE/IFIP Conference on Software Architecture and European Conference on Software Architecture 2009 (WICSA/ECSA 2009)","Cambridge,UK","2009","Proceedings of the Joint Working IEEE/IFIP Conference on Software Architecture and European Conference on Software Architecture 2009 (WICSA/ECSA 2009)","","","","231","240","","IEEE Computer Society Press","","",74
"INTERNACIONAL","Latin-American Symposium on Dependable Computing (LADC 2009)","João Pessoa, PB,Brazil","2009","Proceedings of the Fourth Latin-American Symposium on Dependable Computing (LADC 2009)","","","","","","","","","",75
"INTERNACIONAL","Fourth International Workshop on Variability Modelling of Software-intensive Systems (VAMOS 2010)","Linz, Austria","2010","Fourth International Workshop on Variability Modelling of Software-intensive Systems Proceedings,ICB-Research Report","37","","","21","28","","Institute of Computer Science and Business Information Systems (ICB),University of Duisburg-Essen","Essen, Germany","",76
"INTERNACIONAL","1st IEEE Latin Americian Regional Conference on the Engineering of Computer Based Systems (ECBS-LARC)","Rio de Janeiro,Brazil","2009","Proceedings of the 2010 17th IEEE International Conference and Workshops on Engineering of Computer-Based Systems (ECBS 2010)","","","","1","8","","IEEE Computer Society Press","Los Alamitos, California, USA","",77
"INTERNACIONAL","IEEE Workshop on Fault-Tolerant Parallel and Distributed Systems","College Station, Texas","1994","Proceedings of IEEE Workshop on Fault-Tolerant Parallel and Distributed Systems, 1994","","","","226","233","","IEEE Press","College Station, TX , USA","",78
"INTERNACIONAL","Fifth Latin-American Symposium on Dependable Computing (LADC 2011)","São José dos Campos","2011","Procedings of the Fifth Latin-American Symposium on Dependable Computing (LADC 2011)","","","","84","93","9781424497","Springer Verlag","","",79
"INTERNACIONAL","Fifth Latin-American Symposium on Dependable Computing (LADC 2011)","São José dos Campos","2011","Procedings of the Fifth Latin-American Symposium on Dependable Computing (LADC 2011)","","","","136","145","9780769543","Springer Verlag","","",80
"INTERNACIONAL","1st Workshop on Services,Clouds,and Alternative Design Strategies for Variant-Rich Software Systems (SCArVES2011)","Munich","2011","SPLC '11 Proceedings of the 15th International Software Product Line Conference","2","","","1","8","97814","ACM","New York, NY, USA ©2011","",81
"NACIONAL","II Workshop Brasileiro de Métodos Ágeis (WBMA2011)","Fortaleza","2011","Proceedings of the II Workshop Brasileiro de Métodos Ágeis (WBMA2011)","","","","15","23","","","","",82
"INTERNACIONAL","5th European Conference on Software Architecture (ECSA2011)","Essen, Germany","2011","Lecture Notes in Computer Science, Proceedings of the 5th European Conference on Software Architecture (ECSA2011)","6903","","","59","66","","Springer Verlag","","",83
"INTERNACIONAL","16th International Conference on Evaluation & Assessment in Software Engineering (EASE 2012)","Ciudad Real","2012","Proceedings of the 16th International Conference on Evaluation & Assessment in Software Engineering (EASE 2012)","","","","178","187","978-1-84919-5","","","",84
"INTERNACIONAL","Workshop on Exception Handling in Contemporary Software Systems (EHCoS 2011) co-located with Fifth Latin-American Symposium on Dependable Computing (LADC 2011)","Sao Jose dos Campos","2011","Proceedings of the 2011 Dependable Computing Workshops","","","","29","32","9781457701","","","",85
"NAO_INFORMADO","2012 5th International Workshop on Exception Handling (WEH)","Zurich","2012","2012 5th International Workshop on Exception Handling (WEH)","","","","62","64","","IEEE","","",86
"NACIONAL","I Workshop de Desafios da Computação Aplicada `a Educação (DesafIE 2012),","Curitiba, PR","2012","Anais do I Workshop de Desafios da Computação Aplicada `a Educação (DesafIE 2012),","","","","2001-2010","","","SBC - Sociedade Brasileira de Computação","","",87
"NAO_INFORMADO","2012 38th EUROMICRO Conference on Software Engineering and Advanced Applications (SEAA)","Cesme","2012","2012 38th Euromicro Conference on Software Engineering and Advanced Applications","","","","85","92","9781467324","IEEE","","",88
"INTERNACIONAL","2012 Seventh International Conference on Availability, Reliability and Security (ARES)","Prague","","2012 Seventh International Conference on Availability, Reliability and Security","","","","236","241","9780769547756","","","",89
"INTERNACIONAL","17th International Conference on Evaluation and Assessment in Software Engineering (EASE 2013)","Porto de Galinhas","","Proceedings of the 17th International Conference on Evaluation and Assessment in Software Engineering (EASE 2013), 2013","","","","107","118","9781450318488","","","",90
"NAO_INFORMADO","IV Workshop Brasileiro de Métodos Ágeis (4th Brazilian Workshop on Agile Methods) WBMA 2013","Brasília","2013","Proceedings of the IV Workshop Brasileiro de Métodos Ágeis (4th Brazilian Workshop on Agile Methods) WBMA 2013","","","","","","","","","",91
"INTERNACIONAL","Workshop on Dependability in Adaptive and Self-managing Systems (WDAS 2013), in conjuction with 6th Latin-American Symposium on Dependable Computing (LADC 2013)","Rio de Janeiro","2013","In Proceedings of the 1st Workshop on Dependability in Adaptive and Self-managing Systems (WDAS 2013)","","","","1","8","","","","",92
"NACIONAL","2013 VII Brazilian Symposium on Software Components, Architectures and Reuse (SBCARS)","Brasília","2013","2013 VII Brazilian Symposium on Software Components, Architectures and Reuse","","","","79","88","9781479925315","IEEE","","",93
"NAO_INFORMADO","2013 VII Brazilian Symposium on Software Components, Architectures and Reuse (SBCARS)","Brasília","2013","2013 VII Brazilian Symposium on Software Components, Architectures and Reuse","","","","119","128","9781479925315","IEEE","","",94
"INTERNACIONAL","2014 IEEE 15th International Symposium on HighAssurance Systems Engineering (HASE)","Miami Beach","","2014 IEEE 15th International Symposium on High-Assurance Systems Engineering","","","","41","48","9781479934669","IEEE","","",95
"INTERNACIONAL","2013 IEEE 7th International Conference on SelfAdaptive and SelfOrganizing Systems (SASO)","Philadelphia","2013","2013 IEEE 7th International Conference on Self-Adaptive and Self-Organizing Systems","","","","261","262","9780769551296","IEEE","","",96
"NACIONAL","Congresso Brasileiro de Software: Teoria e Prática - CBSoft","Maceio - Alagoas","2014","Proceedings of the XXI TOOLS Session - CBSoft2014","2","","","101","108","2178-6097","","","",97
"INTERNACIONAL","the 2015 European Conference","Dubrovnik","2015","Proceedings of the 2015 European Conference on Software Architecture Workshops - ECSAW &apos;15","","","","1","26","9781450333931","","","",98
"INTERNACIONAL","2015 XLI Latin American Computing Conference (CLEI)","Arequipa-Peru","2015","Proceedings of the 2015 XLI Latin American Computing Conference (CLEI)","","","","43","49","","","","",99
"INTERNACIONAL","International Conference on Software Engineering Research and Practice (SERP)","Las Vegas, Nevada, USA","2015","Proceedings of the the International Conference n Software Engineering Research and Practice-SERP?2015","","","","23","26","","CSREA Press","","",100
"INTERNACIONAL","International Conference on Software Engineering Research and Practice (SERP)","Las Vegas, Nevada, USA","2015","Proceedings of the International Conference n Software Engineering Research and Practice-SERP?2015","","","","35","41","","CSREA Press","","",101
"INTERNACIONAL","2015 41st Euromicro Conference on Software Engineering and Advanced Applications (SEAA)","Madeira","2015","2015 41st Euromicro Conference on Software Engineering and Advanced Applications","","","","418","421","9781467375856","","","",102
"NAO_INFORMADO","2015 IX Brazilian Symposium on Components, Architectures and Reuse Software (SBCARS)","Belo Horizonte","2015","2015 IX Brazilian Symposium on Components, Architectures and Reuse Software","","","","31","39","9781467396301","IEEE","","",103
"INTERNACIONAL","2015 Agile Conference (AGILE)","National Harbor","2015","2015 Agile Conference","","","","97","101","9781467371537","IEEE","","",104
"INTERNACIONAL","2016 42th Euromicro Conference on Software Engineering and Advanced Applications (SEAA)","Limassol","2016","2016 42th Euromicro Conference on Software Engineering and Advanced Applications (SEAA)","","","","323","330","9781509028207","","","",105
"INTERNACIONAL","Proccedings of the 10th European Conference","Copenhagen","2016","Proccedings of the 10th European Conference on Software Architecture Workshops - ECSAW &apos;16","","","","1","","9781450347815","","","",106
"INTERNACIONAL","2016 12th European Dependable Computing Conference (EDCC)","Gothenburg","2016","2016 12th European Dependable Computing Conference (EDCC)","","","","218","","9781509015825","","","",107
"NACIONAL","II Simpósio Brasileiro de Linguagens de Programação (SBLP'97)","Campinas, SP","1997","","","","","231","244","","","","",108
