NOME-COMPLETO-DO-AUTOR,NOME-PARA-CITACAO,ORDEM-DE-AUTORIA,NRO-ID-CNPQ,TRABALHO-EM-EVENTOS_Id,ARTIGO-PUBLICADO_Id,LIVRO-PUBLICADO-OU-ORGANIZADO_Id,CAPITULO-DE-LIVRO-PUBLICADO_Id,PREFACIO-POSFACIO_Id,SOFTWARE_Id,TRABALHO-TECNICO_Id,APRESENTACAO-DE-TRABALHO_Id,CURSO-DE-CURTA-DURACAO-MINISTRADO_Id,DESENVOLVIMENTO-DE-MATERIAL-DIDATICO-OU-INSTRUCIONAL_Id,EDITORACAO_Id,ORGANIZACAO-DE-EVENTO_Id
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","3","1396497553199632",,2,,,,,,,,,,
"Fernando José Castor de Lima Filho","LIMA FILHO, Fernando José Castor de","1","7310046838140771",,3,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","1","1396497553199632",,3,,,,,,,,,,
"Paulo Asterio de Castro Guerra","GUERRA, Paulo Asterio de Castro","2","6572767349410184",,3,,,,,,,,,,
"Vinicius Asta Pagano","PAGANO, V. A.","3","3010557747220553",,3,,,,,,,,,,
"Fernando Castor Filho","CASTOR FILHO, Fernando","1","1396497553199632",,4,,,,,,,,,,
"Romanovsky, Alexander","Romanovsky, Alexander","2","",,4,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.","3","",,4,,,,,,,,,,
"Castor, Fernando","Castor, Fernando","1","7310046838140771",,5,,,,,,,,,,
"Cacho, Nélio","Cacho, Nélio","2","4635320220484649",,5,,,,,,,,,,
"Figueiredo, Eduardo","Figueiredo, Eduardo","3","1265706528850746",,5,,,,,,,,,,
"Garcia, Alessandro","Garcia, Alessandro","4","0807511237795775",,5,,,,,,,,,,
"Cecília Mary Fischer Rubira","Rubira, Cecília M. F.","5","",,5,,,,,,,,,,
"de Amorim, Jefferson Silva","de Amorim, Jefferson Silva","6","8849531806543004",,5,,,,,,,,,,
"da Silva, Hítalo Oliveira","da Silva, Hítalo Oliveira","7","",,5,,,,,,,,,,
"BRITO, PATRICK H. S.","BRITO, PATRICK H. S.","1","",,6,,,,,,,,,,
"LEMOS, ROGÉRIO","LEMOS, ROGÉRIO","2","",,6,,,,,,,,,,
"Cecília Mary Fischer Rubira","Rubira, Cecília M. F.","3","",,6,,,,,,,,,,
"MARTINS, ELIANE","MARTINS, ELIANE","4","7628786577802962",,6,,,,,,,,,,
"DE LEMOS, R.","DE LEMOS, R.","1","",,7,,,,,,,,,,
"DE CASTRO GUERRA, P.A.","DE CASTRO GUERRA, P.A.","2","",,7,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C.M.F.","3","",,7,,,,,,,,,,
"Fernando Castor Filho","CASTOR FILHO, Fernando","1","1396497553199632",,8,,,,,,,,,,
"BRITO, PATRICK HENRIQUE DA S.","BRITO, PATRICK HENRIQUE DA S.","2","",,8,,,,,,,,,,
"Cecília Mary Fischer Rubira","Rubira, Cecília Mary F.","3","",,8,,,,,,,,,,
"Castor, Fernando","Castor, Fernando","1","7310046838140771",,9,,,,,,,,,,
"Leite, Douglas Siqueira","Leite, Douglas Siqueira","2","2505630471897713",,9,,,,,,,,,,
"Cecília Mary Fischer Rubira","Rubira, Cecília Mary F.","3","",,9,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.","1","",,10,,,,,,,,,,
"Rogério deLemos","deLemos, R.","2","",,10,,,,,,,,,,
"Gisele R M Ferreira","FERREIRA, G. R. M.","3","",,10,,,,,,,,,,
"Fernando Castor Filho","CASTOR FILHO, Fernando","4","1396497553199632",,10,,,,,,,,,,
"Fernando Castor Filho","CASTOR FILHO, Fernando","1","1396497553199632",,11,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.","2","",,11,,,,,,,,,,
"GARCIA, ALESSANDRO F","GARCIA, ALESSANDRO F","1","",,12,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, CEC''LIA M.F","2","",,12,,,,,,,,,,
"Romanovsky, Alexander","Romanovsky, Alexander","3","",,12,,,,,,,,,,
"XU, JIE","XU, JIE","4","",,12,,,,,,,,,,
"NASCIMENTO, AMANDA S","NASCIMENTO, AMANDA S","1","",,13,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, CECÍLIA MF","2","",,13,,,,,,,,,,
"BURROWS, RACHEL","BURROWS, RACHEL","3","",,13,,,,,,,,,,
"Castor, Fernando","Castor, Fernando","4","7310046838140771",,13,,,,,,,,,,
"BRITO, PATRICK HS","BRITO, PATRICK HS","5","",,13,,,,,,,,,,
"KULESZA, UIRÁ","KULESZA, UIRÁ","1","",,14,,,,,,,,,,
"ALVES, VANDER","ALVES, VANDER","10","",,14,,,,,,,,,,
"COELHO, ROBERTA","COELHO, ROBERTA","11","9854634275938452",,14,,,,,,,,,,
"Figueiredo, Eduardo","Figueiredo, Eduardo","12","1265706528850746",,14,,,,,,,,,,
"PIRES, PAULO F.","PIRES, PAULO F.","13","",,14,,,,,,,,,,
"DELICATO, FLÁVIA","DELICATO, FLÁVIA","14","",,14,,,,,,,,,,
"PIVETA, EDUARDO","PIVETA, EDUARDO","15","",,14,,,,,,,,,,
"SILVA, CARLA","SILVA, CARLA","16","0581226769296441",,14,,,,,,,,,,
"CAMARGO, VALTER","CAMARGO, VALTER","17","",,14,,,,,,,,,,
"BRAGA, ROSANA","BRAGA, ROSANA","18","",,14,,,,,,,,,,
"LEITE, JULIO","LEITE, JULIO","19","",,14,,,,,,,,,,
"SOARES, SÉRGIO","SOARES, SÉRGIO","2","",,14,,,,,,,,,,
"LEMOS, OTÁVIO","LEMOS, OTÁVIO","20","",,14,,,,,,,,,,
"MENDONÇA, NABOR","MENDONÇA, NABOR","21","5660469902738038",,14,,,,,,,,,,
"BATISTA, THAIS","BATISTA, THAIS","22","",,14,,,,,,,,,,
"BONIFÁCIO, RODRIGO","BONIFÁCIO, RODRIGO","23","0368311142108150",,14,,,,,,,,,,
"Cacho, Nélio","Cacho, Nélio","24","4635320220484649",,14,,,,,,,,,,
"SILVA, LYRENE","SILVA, LYRENE","25","",,14,,,,,,,,,,
"VON STAA, ARNDT","VON STAA, ARNDT","26","",,14,,,,,,,,,,
"SILVEIRA, FÁBIO","SILVEIRA, FÁBIO","27","",,14,,,,,,,,,,
"VALENTE, MARCO TÚLIO","VALENTE, MARCO TÚLIO","28","",,14,,,,,,,,,,
"ALENCAR, FERNANDA","ALENCAR, FERNANDA","29","",,14,,,,,,,,,,
"CHAVEZ, CHRISTINA","CHAVEZ, CHRISTINA","3","",,14,,,,,,,,,,
"CASTRO, JAELSON","CASTRO, JAELSON","30","0698164500481055",,14,,,,,,,,,,
"RAMOS, RICARDO","RAMOS, RICARDO","31","",,14,,,,,,,,,,
"PENTEADO, ROSANGELA","PENTEADO, ROSANGELA","32","",,14,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, CECÍLIA","33","",,14,,,,,,,,,,
"Castor, Fernando","Castor, Fernando","4","7310046838140771",,14,,,,,,,,,,
"Paulo Borba","BORBA, Paulo","5","9395715443254344",,14,,,,,,,,,,
"Carlos Lucena","LUCENA, Carlos","6","2491891766759477",,14,,,,,,,,,,
"MASIERO, PAULO","MASIERO, PAULO","7","",,14,,,,,,,,,,
"SANT?ANNA, CLAUDIO","SANT?ANNA, CLAUDIO","8","",,14,,,,,,,,,,
"FERRARI, FABIANO","FERRARI, FABIANO","9","",,14,,,,,,,,,,
"ZELA RUIZ, JAEL","ZELA RUIZ, JAEL","1","",,15,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, CECÍLIA M.","2","",,15,,,,,,,,,,
"Leonardo Pondian Tizzei","TIZZEI, L. P.","1","6628926147307456",,16,,,,,,,,,,
"Marcelo de Oliveira Dias","DIAS, M. O.","2","",,16,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.","3","",,16,,,,,,,,,,
"Alessandro Fabrício Garcia","GARCIA, A. F.","4","0807511237795775",,16,,,,,,,,,,
"Jaejoon Lee","LEE, J.","5","",,16,,,,,,,,,,
"L.E. BUZATO","BUZATO, L. E.","1","6903922865972561",,,0,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","2","1396497553199632",,,0,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","1","1396497553199632",,,,0,,,,,,,,
"B. RANDELL","RANDELL, B.","2","",,,,0,,,,,,,,
"A. ROMANOVSKY","ROMANOVSKY, A.","3","",,,,0,,,,,,,,
"C.RUBIRA","RUBIRA, C.","4","",,,,0,,,,,,,,
"R. STROUD","STROUD, R.","5","",,,,0,,,,,,,,
"Z. WU","WU, Z.","6","",,,,0,,,,,,,,
"J. XU","XU, J.","7","",,,,0,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","1","1396497553199632",,,,1,,,,,,,,
"J. XU","XU, J.","2","",,,,1,,,,,,,,
"B. RANDELL","RANDELL, B.","3","",,,,1,,,,,,,,
"C. RUBIRA-CALSAVARA","RUBIRA-CALSAVARA, C.","4","",,,,1,,,,,,,,
"R. STROUD","STROUD, R.","5","",,,,1,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","1","1396497553199632",,,,2,,,,,,,,
"A. BRAGA","BRAGA, A.","2","1164132725889005",,,,2,,,,,,,,
"R. DAHAB","DAHAB, R.","3","9093331241572944",,,,2,,,,,,,,
"Alessandro Fabrício Garcia","GARCIA, A. F.","1","0807511237795775",,,,3,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","2","1396497553199632",,,,3,,,,,,,,
"Paulo Asterio de Castro Guerra","GUERRA, Paulo Asterio de Castro","1","6572767349410184",,,,4,,,,,,,,
"Rogério de Lemos","LEMOS, R.","2","",,,,4,,,,,,,,
"Alexander Romanovsky","ROMANOVSKY, A.","3","",,,,4,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","4","1396497553199632",,,,4,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","1","1396497553199632",,,,5,,,,,,,,
"Paulo Asterio de Castro Guerra","GUERRA, Paulo Asterio de Castro","2","6572767349410184",,,,5,,,,,,,,
"Fernando José Castor de Lima Filho","LIMA FILHO, Fernando José Castor de","1","7310046838140771",,,,6,,,,,,,,
"Alessandro Fabrício Garcia","GARCIA, A. F.","2","0807511237795775",,,,6,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","3","1396497553199632",,,,6,,,,,,,,
"Raquel de Albuquerque Maranhao Ferreira","FERREIRA, R. DE A. M.","4","",,,,6,,,,,,,,
"Fernando José Castor de Lima Filho","LIMA FILHO, Fernando José Castor de","1","7310046838140771",,,,7,,,,,,,,
"Patrick Henrique da Silva Brito","BRITO, P. H. DA S.","2","",,,,7,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","3","1396497553199632",,,,7,,,,,,,,
"Bradley Schmerl","Schmerl, B.","1","",,,,8,,,,,,,,
"Jesper Andersson","Andersson, J.","2","",,,,8,,,,,,,,
"Thomas Vogel","Vogel, T.","3","",,,,8,,,,,,,,
"Myra Cohen","Cohen, M.","4","",,,,8,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.","5","",,,,8,,,,,,,,
"Yuriy Brun","Brun, Y.","6","",,,,8,,,,,,,,
"Alessandra Gorla","Gorla, A.","7","",,,,8,,,,,,,,
"Franco Zambonelli","Zambonelli, F.","8","",,,,8,,,,,,,,
"Luciano Baresi","Baresi, L.","9","",,,,8,,,,,,,,
"Paulo Asterio de Castro Guerra","GUERRA, Paulo Asterio de Castro","1","6572767349410184",,,,9,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","2","1396497553199632",,,,9,,,,,,,,
"Rogério de Lemos","LEMOS, R.","3","",,,,9,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.","1","",,,,,0,,,,,,,
"Rogério deLemos","deLemos, R.","2","",,,,,0,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","1","1396497553199632",,,,,,0,,,,,,
"Rodrigo Teruo Tomita","TOMITA, R. T.","2","3354975252000568",,,,,,0,,,,,,
"Tiago Moronte","MORONTE, T.","3","8570648652517974",,,,,,0,,,,,,
"Helder Pinho","PINHO, H.","4","",,,,,,0,,,,,,
"Patrick Henrique da Silva Brito","BRITO, P. H. S.","5","4155051332618408",,,,,,0,,,,,,
"Fernando José Castor de Lima Filho","LIMA FILHO, Fernando José Castor de","6","7310046838140771",,,,,,0,,,,,,
"Ana Elisa Lobo","LOBO, A. E.","7","9312511227696419",,,,,,0,,,,,,
"Leonel Aguilar Gayard","GAYARD, L. A.","8","",,,,,,0,,,,,,
"Leonardo Pondian Tizzei","TIZZEI, L. P.","9","6628926147307456",,,,,,0,,,,,,
"Alexandre Braga","BRAGA, A.","1","",,,,,,,0,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","2","1396497553199632",,,,,,,0,,,,,
"Ricardo Dahab","DAHAB, R.","3","",,,,,,,0,,,,,
"Delano Medeiros Beder","BEDER, D. M.","1","5845245549777383",,,,,,,1,,,,,
"Luciane Lamour Ferreira","FERREIRA, L. L.","2","",,,,,,,1,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","3","1396497553199632",,,,,,,1,,,,,
"Delano Medeiros Beder","BEDER, D. M.","1","5845245549777383",,,,,,,2,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","2","1396497553199632",,,,,,,2,,,,,
"Alessandro Fabrício Garcia","GARCIA, A. F.","1","0807511237795775",,,,,,,3,,,,,
