NATUREZA,TITULO-DO-TRABALHO,ANO-DO-TRABALHO,PAIS-DO-EVENTO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-TRABALHO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,TRABALHO-EM-EVENTOS_Id
"RESUMO","Investigação da produção da substância Orevactaene, interruptora da replicação do vírus HIV-1, pelo fungo Epicoccum sp.","2008","Brasil","Português","IMPRESSO","","NAO","","","NAO",10
"RESUMO","Atividades antimicrobianas de extratos de fungos endofíticos de Tabernaemontana hystrix e Tabernaemontana laeta (Apocynaceae)","2008","Brasil","Português","IMPRESSO","","NAO","","","NAO",11
"RESUMO_EXPANDIDO","ISOLAMENTO DE ALCALÓIDES TREMORGÊNICOS DO FUNGO PENICILLIUM SP., ISOLADO COMO ENDOFÍTICO DE MELIA AZEDARACH.","2008","Brasil","Português","IMPRESSO","","NAO","","","NAO",12
"RESUMO_EXPANDIDO","AVALIAÇÃO DA ADIÇÃO DE AMINOÁCIDOS NO METABOLISMO SECUNDÁRIO DO FUNGO PENICILLIUM SP. ISOLADO COMO ENDOFÍTICO DE MURRAYA PANICULATA","2008","Brasil","Espanhol","IMPRESSO","","NAO","","","NAO",13
"RESUMO_EXPANDIDO","INFLUÊNCIA DA ADIÇÃO DE AMINOÁCIDOS NA PRODUÇÃO DE CITOCALINAS PELO FUNGO ENDOFÍTICO ISOLADO DE Cupressus lusintanica","2008","Brasil","Espanhol","IMPRESSO","","NAO","","","NAO",14
"RESUMO","Biosynthesis of phenylpropanoid amides by an endophytic Penicillium brasilianum found in root bark of melia azedarach","2009","Brasil","Português","IMPRESSO","","NAO","","","NAO",15
"RESUMO_EXPANDIDO","Estudo biossintético de amidas bis-fenilpropanoídicas produzidas pelo fungo Penicillium brasilianum","2009","Brasil","Português","IMPRESSO","","NAO","","","NAO",16
"RESUMO_EXPANDIDO","Atividade da enzima Fenilalanina amônioliase (PAL) em Penicillium brasilianum, endofítico de Melia azedarach","2009","Brasil","Português","IMPRESSO","","NAO","","","NAO",17
"RESUMO","Mass Spectrometry as a powerful tool in biosynthetic pathway elucidation of phenylpropanoids produced by the fungus P. brasilianum","2009","Brasil","Português","IMPRESSO","","NAO","","","NAO",18
"RESUMO","PROFILING HALOGENATED METABOLITES IN Penicillium AND Xylaria SPECIES WITH HALOGENATED PRECURSORS ADDED TO THE CULTIVATION MEDIUM","2010","Itália","Inglês","IMPRESSO","","NAO","","","NAO",19
"RESUMO","STUDIES TOWARDS THE EXPRESSION OF FUNGAL PRENYLTRANSFERASES IN EXOGENOUS SUBSTRATES USING Penicillium brasilianum FOUND IN ROOT BARK OF Melia azedarach.","2009","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",20
"RESUMO","Mass spectrometry as an important toll to study the influence of media composition in the cytochalasin´s production by endophytic fungus isolated from Cupressus lusitanica","2009","Brasil","Inglês","VARIOS","","NAO","","","NAO",21
"RESUMO","ESTUDO METABÓLICO DE P.brasilianum A PARTIR DA ADIÇÃO DE INIBIDORES ENZIMÁTICOS AO MEIO DE CULTIVO","2010","Brasil","Português","VARIOS","","NAO","","","NAO",22
"RESUMO","ISOLAMENTO E IDENTIFICAÇÃO DE METABÓLITOS SECUNDÁRIOS COM ATIVIDADES INSETICIDAS, PRODUZIDOS PELO FUNGO Penicillium brasilianum, UM ENDOFÍTICO DE Melia azedarach","2010","Brasil","Português","VARIOS","","NAO","","","NAO",23
"RESUMO","Extração e purificação de ácido micofenólico produzido pelo fungo Penicillium sp. isolado como endofítico do Zingiber officiale","2010","Brasil","Português","VARIOS","","NAO","","","NAO",24
"RESUMO","GENETIC INTERACTIONS OF THE ASPERGILLUS FUMIGATUS PKCA WITH DIFFERENT COMPONENTS OF THE CELL WALL INTEGRITY PATHWAY","2015","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",25
"RESUMO_EXPANDIDO","The discovery of natural products with antifungal activities through microorganism competition","2016","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",26
"RESUMO_EXPANDIDO","Biotransformation potential of phenylpropanoids synthesized by citrus host when infected by pathogens","2016","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",27
"RESUMO","Genome sequencing of P. brasilianum reveals its unique production of fungal phenylpropanoids","2015","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",28
