NOME_COMPLETO,NOME_PARA_CITACAO,FLAG_RESPONSAVEL,PROJETO_NOME
Roberto Marcondes Junior,Roberto Cesar Marcondes Jr.,NAO,"BIOCORE: Ferramentas, modelos e técnicas para apoio à pesquisa  em biodiversidade."
André Tavares da Silva,"SILVA, A. T.",NAO,"BIOCORE: Ferramentas, modelos e técnicas para apoio à pesquisa  em biodiversidade."
Alexandre Xavier Falcão,"FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER",NAO,ICNTMat - Instituto Nacional de Ciencia e Tecnologia de Matematica
Fábio Cappabianco,"CAPPABIANCO, Fábio",NAO,ICNTMat - Instituto Nacional de Ciencia e Tecnologia de Matematica
Luiz Velho,"VELHO, Luiz",NAO,ICNTMat - Instituto Nacional de Ciencia e Tecnologia de Matematica
Paulo A V Miranda,"MIRANDA, Paulo A V",NAO,ICNTMat - Instituto Nacional de Ciencia e Tecnologia de Matematica
Nelson D.A. Mascarenhas,"NELSON,",NAO,ICNTMat - Instituto Nacional de Ciencia e Tecnologia de Matematica
Guilherme Ruppert,Ruppert,NAO,ICNTMat - Instituto Nacional de Ciencia e Tecnologia de Matematica
Fernanda Favretto,"Favretto, F.",NAO,ICNTMat - Instituto Nacional de Ciencia e Tecnologia de Matematica
Thiago Vallin Spina,T.V. Spina,NAO,ICNTMat - Instituto Nacional de Ciencia e Tecnologia de Matematica
Giovani Chiachia,"Chiachia, G.",NAO,ICNTMat - Instituto Nacional de Ciencia e Tecnologia de Matematica
Maíra Saboia,"Saboia, M.",NAO,ICNTMat - Instituto Nacional de Ciencia e Tecnologia de Matematica
Jacob Palis,"Palis, J.",SIM,ICNTMat - Instituto Nacional de Ciencia e Tecnologia de Matematica
Cesar Castelo Fernandez,"Fernandez, C.C.",NAO,ICNTMat - Instituto Nacional de Ciencia e Tecnologia de Matematica
Jefersson Alex dos Santos,"Santos, J.A.",NAO,ICNTMat - Instituto Nacional de Ciencia e Tecnologia de Matematica
André Tavares da Silva,"SILVA, A. T.",NAO,ICNTMat - Instituto Nacional de Ciencia e Tecnologia de Matematica
Alexandre Xavier Falcão,"FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER",SIM,"Processamento, Visualização e Análise de Imagens Médicas"
Alexandre Xavier Falcão,"FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER",SIM,DAPI -- Automatização do Diagnóstico de Parasitos Intestinais do Homem por Análise de Imagens
Celso Tetsuo Nagase Suzuki,"SUZUKI, Celso Tetsuo Nagase",NAO,DAPI -- Automatização do Diagnóstico de Parasitos Intestinais do Homem por Análise de Imagens
Jan Carlo Ferreira Gomes,"GOMES, Jan Carlo Ferreira",NAO,DAPI -- Automatização do Diagnóstico de Parasitos Intestinais do Homem por Análise de Imagens
Sumie H Shimizu,"SHIMIZU, Sumie H",NAO,DAPI -- Automatização do Diagnóstico de Parasitos Intestinais do Homem por Análise de Imagens
João Paulo Papa,"PAPA, João Paulo",NAO,DAPI -- Automatização do Diagnóstico de Parasitos Intestinais do Homem por Análise de Imagens
Maíra Saboia,"Saboia, M.",NAO,DAPI -- Automatização do Diagnóstico de Parasitos Intestinais do Homem por Análise de Imagens
Cesar Castelo Fernandez,"Fernandez, C.C.",NAO,DAPI -- Automatização do Diagnóstico de Parasitos Intestinais do Homem por Análise de Imagens
Alexandre Xavier Falcão,"FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER",SIM,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Ricardo da Silva Torres,"TORRES, Ricardo da Silva",NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Celso Tetsuo Nagase Suzuki,"SUZUKI, Celso Tetsuo Nagase",NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Fábio Cappabianco,"CAPPABIANCO, Fábio",NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
João Paulo Papa,"PAPA, João Paulo",NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Jancarlo Ferreira Gomes,J.F. Gomes,NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Thiago Vallin Spina,T.V. Spina,NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Giovani Chiachia,"Chiachia, G.",NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Maíra Saboia,"Saboia, M.",NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Cesar Castelo Fernandez,"Fernandez, C.C.",NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Jefersson Alex dos Santos,"Santos, J.A.",NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
André Tavares da Silva,"SILVA, A. T.",NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Priscila Tiemi Maeda Saito,"SAITO, P. T. M.",NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Juliana Barboza de Carvalho,J.B. de Carvalho,NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Ricardo Panaggio,"R.L.Z., Panaggio",NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Guilherme Armigliatto,G.M. Armigliatto,NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Rodrigo Calumby,R.T. Calumby,NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Fabio Faria,F.A. Faria,NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Rodrigo Nakamura,R.Y.M. Nakamura,NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Ivan Mingireanov Filho,I. Mingireanov Filho,NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Luis Augusto Martins Pereira,"PEREIRA, L. A. M.",NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Alex Fernandes Mansano,A.F. Mansano,NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Luis Claudio Sugi Afonso,L.C.S. Afonso,NAO,ARPIs: Aprendizado e Reconhecimento de Padrões em Imagens por Florestas de Caminhos Ótimos
Alexandre Xavier Falcão,"FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER",SIM,Análise de Padrões em Imagens usando Grafos e Modelos Nebulosos para Objetos e Classes
Alexandre Xavier Falcão,"FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER",NAO,Modelos e Métodos de eScience para Ciências da Vida e Agrárias
Luciano da Fontoura Costa,"COSTA, Luciano da Fontoura",NAO,Modelos e Métodos de eScience para Ciências da Vida e Agrárias
Cláudia Bauzer Medeiros,"MEDEIROS, Cláudia Bauzer",NAO,Modelos e Métodos de eScience para Ciências da Vida e Agrárias
Roberto Marcondes Cesar Jr,"Cesar Jr., R.M.",SIM,Modelos e Métodos de eScience para Ciências da Vida e Agrárias
Carlos Alberto Moreira Filho,"Moreira Filho, C.A.",NAO,Modelos e Métodos de eScience para Ciências da Vida e Agrárias
Alexandre Xavier Falcão,"FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER",NAO,Novas Tendências em Reconhecimento de Padrões baseado em Floresta de Caminhos Ótimos
João Paulo Papa,"PAPA, João Paulo",SIM,Novas Tendências em Reconhecimento de Padrões baseado em Floresta de Caminhos Ótimos
Aparecido Nilceu Marana,"Marana, A.N.",NAO,Novas Tendências em Reconhecimento de Padrões baseado em Floresta de Caminhos Ótimos
Caio Oba Ramos,"Ramos, C.O.",NAO,Novas Tendências em Reconhecimento de Padrões baseado em Floresta de Caminhos Ótimos
André Nunes de Souza,"Souza, A.N.",NAO,Novas Tendências em Reconhecimento de Padrões baseado em Floresta de Caminhos Ótimos
