NOME_COMPLETO,NOME_PARA_CITACAO,FLAG_RESPONSAVEL,PROJETO_NOME
Eduardo Candido Xavier,"Xavier, E. C.",NAO,"Algoritmos, Grafos e Otimização Combinatória"
Zanoni Dias,"DIAS, Z.;Dias, Z.;Dias, Zanoni",NAO,Algorithms and Combinatorics for Computational Molecular Biology
Maria Emília Machado Telles Walter,"WALTER, M. E. M. T.",NAO,Algorithms and Combinatorics for Computational Molecular Biology
Katia Silva Guimarães,"GUIMARAES, K. S.",SIM,Algorithms and Combinatorics for Computational Molecular Biology
"Meidanis, João","Meidanis, João",NAO,Algorithms and Combinatorics for Computational Molecular Biology
Jeane Cecília Bezerra de Melo,"MELO, J. C. B.",NAO,Algorithms and Combinatorics for Computational Molecular Biology
Eugene Wimberly Myers,"MYERS, E. W.",NAO,Algorithms and Combinatorics for Computational Molecular Biology
Marie-France Sagot,"SAGOT, M.",NAO,Algorithms and Combinatorics for Computational Molecular Biology
Paulo Gustavo Soares da Fonseca,"FONSECA, P. G. S.",NAO,Algorithms and Combinatorics for Computational Molecular Biology
Maxime Crochemore,"CROCHEMORE, M.",NAO,Algorithms and Combinatorics for Computational Molecular Biology
Guillaume Fertin,"FERTIN, G.",NAO,Algorithms and Combinatorics for Computational Molecular Biology
Zanoni Dias,"DIAS, Z.;Dias, Z.;Dias, Zanoni",NAO,CEPID - Center for Computational Engineering and Sciences
Guilherme P. Telles,"TELLES, G. P.",NAO,CEPID - Center for Computational Engineering and Sciences
Munir Skaf,"SKAF, M.",SIM,CEPID - Center for Computational Engineering and Sciences
Claudia Medeiros,"MEDEIROS, C.",NAO,CEPID - Center for Computational Engineering and Sciences
Vera Nisaka Solferini,"SOLFERINI, V. N.",NAO,CEPID - Center for Computational Engineering and Sciences
Rodolfo Azevedo,"AZEVEDO, R.",NAO,CEPID - Center for Computational Engineering and Sciences
Euclides de Mesquita Neto,"MESQUITA NETO, E.",NAO,CEPID - Center for Computational Engineering and Sciences
Guido Costa Souza de Araújo,"ARAUJO, G. C. S.",NAO,CEPID - Center for Computational Engineering and Sciences
Douglas Soares Galvão,"GALVAO, D. S.",NAO,CEPID - Center for Computational Engineering and Sciences
Martin Tygel,"TYGEL, M.",NAO,CEPID - Center for Computational Engineering and Sciences
Gonçalo Guimarães Pereira,"PEREIRA, G. G.",NAO,CEPID - Center for Computational Engineering and Sciences
Renato Pavanello,"PAVANELLO, R.",NAO,CEPID - Center for Computational Engineering and Sciences
Alex Antonelli,"ANTONELLI, A.",NAO,CEPID - Center for Computational Engineering and Sciences
Maurice de Koning,"KONING, M.",NAO,CEPID - Center for Computational Engineering and Sciences
Rogerio Custodio,"CUSTODIO, R.",NAO,CEPID - Center for Computational Engineering and Sciences
Nelson Henrique Morgon,"MORGON, N. H.",NAO,CEPID - Center for Computational Engineering and Sciences
Peter J. Rossky,"ROSSKY, P. J.",NAO,CEPID - Center for Computational Engineering and Sciences
Victor Salvador Batista,"BATISTA, V. S.",NAO,CEPID - Center for Computational Engineering and Sciences
Martin Schanz,"SCHANZ, M.",NAO,CEPID - Center for Computational Engineering and Sciences
Daniel Laria,"LARIA, D.",NAO,CEPID - Center for Computational Engineering and Sciences
Dario Estrin,"ESTRIN, D.",NAO,CEPID - Center for Computational Engineering and Sciences
Zanoni Dias,"DIAS, Z.;Dias, Z.;Dias, Zanoni",SIM,Problemas de Distância de Rearranjo de Genomas
Ulisses Martins Dias,"DIAS, U.",NAO,Problemas de Distância de Rearranjo de Genomas
Zanoni Dias,"DIAS, Z.;Dias, Z.;Dias, Zanoni",SIM,Algoritmos para Rearranjos de Genomas
Ulisses Dias,U. Dias,NAO,Algoritmos para Rearranjos de Genomas
Zanoni Dias,"DIAS, Z.;Dias, Z.;Dias, Zanoni",SIM,Problemas de Rearranjos de Genomas: Algoritmos e Complexidades
João Meidanis,"MEIDANIS, J.",NAO,Problemas de Rearranjos de Genomas: Algoritmos e Complexidades
Cleber Mira,"MIRA, C.",NAO,Problemas de Rearranjos de Genomas: Algoritmos e Complexidades
Ulisses Martins Dias,"DIAS, U.",NAO,Problemas de Rearranjos de Genomas: Algoritmos e Complexidades
Guillaume Fertin,"FERTIN, G.",NAO,Problemas de Rearranjos de Genomas: Algoritmos e Complexidades
Anthony Labarre,"LABARRE, A.",NAO,Problemas de Rearranjos de Genomas: Algoritmos e Complexidades
Géraldine Jean,"JEAN, G.",NAO,Problemas de Rearranjos de Genomas: Algoritmos e Complexidades
Stéphane Vialette,"VIALETTE, S.",NAO,Problemas de Rearranjos de Genomas: Algoritmos e Complexidades
