NOME_COMPLETO,NOME_PARA_CITACAO,FLAG_RESPONSAVEL,PROJETO_NOME
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",NAO,"Projeto e-labora, TIDIA/Aprendizado Eletrônico (Ae), FAPESP, no. 03/08114-3, coordenadora: Profa. Heloísa Rocha."
Delano Medeiros Beder,"BEDER, D. M.",NAO,"Projeto e-labora, TIDIA/Aprendizado Eletrônico (Ae), FAPESP, no. 03/08114-3, coordenadora: Profa. Heloísa Rocha."
Heloísa Vieira da Rocha,"ROCHA, Heloísa Vieira da",SIM,"Projeto e-labora, TIDIA/Aprendizado Eletrônico (Ae), FAPESP, no. 03/08114-3, coordenadora: Profa. Heloísa Rocha."
Ivan Ricarte,"RICARTE, Ivan",NAO,"Projeto e-labora, TIDIA/Aprendizado Eletrônico (Ae), FAPESP, no. 03/08114-3, coordenadora: Profa. Heloísa Rocha."
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",SIM,"Projeto CompGov - Biblioteca Compartilhada de Componentes para E-Gov, FINEP, no. 1843/04."
Eliane Martins,"MARTINS, E.",NAO,"Projeto CompGov - Biblioteca Compartilhada de Componentes para E-Gov, FINEP, no. 1843/04."
Paulo Asterio de Castro Guerra,"GUERRA, Paulo Asterio de Castro",NAO,"Projeto CompGov - Biblioteca Compartilhada de Componentes para E-Gov, FINEP, no. 1843/04."
Fernando José Castor de Lima Filho,"LIMA FILHO, Fernando José Castor de",NAO,"Projeto CompGov - Biblioteca Compartilhada de Componentes para E-Gov, FINEP, no. 1843/04."
Rodrigo Teruo Tomita,"TOMITA, R. T.",NAO,"Projeto CompGov - Biblioteca Compartilhada de Componentes para E-Gov, FINEP, no. 1843/04."
Aminadab Nunes,"NUNES, Aminadab",NAO,"Projeto CompGov - Biblioteca Compartilhada de Componentes para E-Gov, FINEP, no. 1843/04."
Ana Elisa Lobo,"LOBO, A. E.",NAO,"Projeto CompGov - Biblioteca Compartilhada de Componentes para E-Gov, FINEP, no. 1843/04."
Helder Pinho,"PINHO, H.",NAO,"Projeto CompGov - Biblioteca Compartilhada de Componentes para E-Gov, FINEP, no. 1843/04."
Tiago Moronte,"MORONTE, T.",NAO,"Projeto CompGov - Biblioteca Compartilhada de Componentes para E-Gov, FINEP, no. 1843/04."
Janaína Ruas,"RUAS, J.",NAO,"Projeto CompGov - Biblioteca Compartilhada de Componentes para E-Gov, FINEP, no. 1843/04."
Patrick Henrique da Silva Brito,"BRITO, P. H. S.",NAO,"Projeto CompGov - Biblioteca Compartilhada de Componentes para E-Gov, FINEP, no. 1843/04."
Camila Ribeiro Rocha,"ROCHA, C. R.",NAO,"Projeto CompGov - Biblioteca Compartilhada de Componentes para E-Gov, FINEP, no. 1843/04."
Leonardo Pondian Tizzei,"TIZZEI, L. P.",NAO,"Projeto CompGov - Biblioteca Compartilhada de Componentes para E-Gov, FINEP, no. 1843/04."
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",SIM,"Um Método de desenvolvimento e testes para Sistemas Baseados em Componentes com Tratamento de Exceções, FAPESP, no. 2004/10663-8."
Eliane Martins,"MARTINS, E.",NAO,"Um Método de desenvolvimento e testes para Sistemas Baseados em Componentes com Tratamento de Exceções, FAPESP, no. 2004/10663-8."
Ana Cristina Vieira Melo,"MELO, A. C. V.",NAO,"Um Método de desenvolvimento e testes para Sistemas Baseados em Componentes com Tratamento de Exceções, FAPESP, no. 2004/10663-8."
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",NAO,"Benchmarking da Confiança no Funcionamento de Componentes de Software, projeto CAPES/GRICES, no.125/05"
Eliane Martins,"MARTINS, E.",SIM,"Benchmarking da Confiança no Funcionamento de Componentes de Software, projeto CAPES/GRICES, no.125/05"
Taisy Weber,"WEBER, T.",NAO,"Benchmarking da Confiança no Funcionamento de Componentes de Software, projeto CAPES/GRICES, no.125/05"
Henrique Madeira,"MADEIRA, H.",NAO,"Benchmarking da Confiança no Funcionamento de Componentes de Software, projeto CAPES/GRICES, no.125/05"
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",SIM,"Construção e Evolução de Linhas de Produto de Software baseada em Componentes, financiado pelo CNPq, processo 484138/2006-5, Edital MCT/CNPq 02/2006-Universal."
PAULO ASTERIO GUERRA,"GUERRA, P. A.",NAO,"Construção e Evolução de Linhas de Produto de Software baseada em Componentes, financiado pelo CNPq, processo 484138/2006-5, Edital MCT/CNPq 02/2006-Universal."
Fernando José Castor de Lima Filho,"LIMA FILHO, Fernando José Castor de",NAO,"Construção e Evolução de Linhas de Produto de Software baseada em Componentes, financiado pelo CNPq, processo 484138/2006-5, Edital MCT/CNPq 02/2006-Universal."
Patrick Henrique da Silva Brito,"BRITO, P. H. S.",NAO,"Construção e Evolução de Linhas de Produto de Software baseada em Componentes, financiado pelo CNPq, processo 484138/2006-5, Edital MCT/CNPq 02/2006-Universal."
Leonardo Pondian Tizzei,"TIZZEI, L. P.",NAO,"Construção e Evolução de Linhas de Produto de Software baseada em Componentes, financiado pelo CNPq, processo 484138/2006-5, Edital MCT/CNPq 02/2006-Universal."
Leonel Aguilar Gayard,"GAYARD, L. A.",NAO,"Construção e Evolução de Linhas de Produto de Software baseada em Componentes, financiado pelo CNPq, processo 484138/2006-5, Edital MCT/CNPq 02/2006-Universal."
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",SIM,"Um ambiente integrado de desenvolvimento para a construcao de arquiteturas de software baseadas em componentes, Processo 305723/2003-0, CNPq, PQ - Produtividade em Pesquisa."
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",SIM,"Uma Abordagem Arquitetural para o Desenvolvimento do Comportamento Excepcional de Sistemas Confiáveis Baseados em Componentes, Processo no. 301446/2006-7, CNPq, PQ - Produtividade em Pesquisa."
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",SIM,"Tratamento de Exceções no Desenvolvimento de Sistemas Tolerantes a Falhas, processo no. 02/13996-2, Fapesp."
Fernando Castor Filho,"CASTOR FILHO, Fernando",NAO,"Tratamento de Exceções no Desenvolvimento de Sistemas Tolerantes a Falhas, processo no. 02/13996-2, Fapesp."
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",SIM,"Uma Abordagem Arquitetural para o Desenvolvimento Rigoroso de Sistemas Confiáveis Baseados em Componentes, processo no. 06/02116-2, FAPESP."
Patrick Henrique da Silva Brito,"BRITO, P. H. S.",NAO,"Uma Abordagem Arquitetural para o Desenvolvimento Rigoroso de Sistemas Confiáveis Baseados em Componentes, processo no. 06/02116-2, FAPESP."
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",NAO,"BIO-CORE:Ferramentas, modelos e técnicas para apoio à pesquisa em biodiversidade"
Cláudia Bauzer Medeiros,"MEDEIROS, C. B.",SIM,"BIO-CORE:Ferramentas, modelos e técnicas para apoio à pesquisa em biodiversidade"
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",NAO,RobustWeb: Construção e validação de aplicações robustas baseadas em Serviços Web
Eliane Martins,"MARTINS, E.",SIM,RobustWeb: Construção e validação de aplicações robustas baseadas em Serviços Web
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",SIM,Evolução de Variabilidades em Linhas de Produto Software baseadas em Componentes
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",SIM,Variabilidade de Tratamento de Exceções em Arquiteturas de Linhas de Produtos Baseadas em Componentes
Leonardo Pondian Tizzei,"TIZZEI, L. P.",NAO,Variabilidade de Tratamento de Exceções em Arquiteturas de Linhas de Produtos Baseadas em Componentes
Amanda Sávio Nascimento e Silva,"Nascimento, A.S.",NAO,Variabilidade de Tratamento de Exceções em Arquiteturas de Linhas de Produtos Baseadas em Componentes
Moacy Barros Correia da Silva,"SILVA, M. B. C.",NAO,Variabilidade de Tratamento de Exceções em Arquiteturas de Linhas de Produtos Baseadas em Componentes
Rômulo José Franco,"FRANCO, R. J.",NAO,Variabilidade de Tratamento de Exceções em Arquiteturas de Linhas de Produtos Baseadas em Componentes
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",NAO,MuZoo: Ferramentas e modelos computacionais para busca exploratoria de dados em biodiversidade
Cláudia Bauzer Medeiros,"MEDEIROS, C. B.",SIM,MuZoo: Ferramentas e modelos computacionais para busca exploratoria de dados em biodiversidade
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",SIM,Uma Infraestrutura para Tolerância a Falhas em SOA utlizando Linhas de Produto de Software
Fernando José Castor de Lima Filho,"LIMA FILHO, Fernando José Castor de",NAO,Uma Infraestrutura para Tolerância a Falhas em SOA utlizando Linhas de Produto de Software
Leonardo Pondian Tizzei,"TIZZEI, L. P.",NAO,Uma Infraestrutura para Tolerância a Falhas em SOA utlizando Linhas de Produto de Software
Amanda Sávio Nascimento e Silva,"Nascimento, A.S.",NAO,Uma Infraestrutura para Tolerância a Falhas em SOA utlizando Linhas de Produto de Software
Moacy Barros Correia da Silva,"SILVA, M. B. C.",NAO,Uma Infraestrutura para Tolerância a Falhas em SOA utlizando Linhas de Produto de Software
Rômulo José Franco,"FRANCO, R. J.",NAO,Uma Infraestrutura para Tolerância a Falhas em SOA utlizando Linhas de Produto de Software
