NOME_COMPLETO,NOME_PARA_CITACAO,FLAG_RESPONSAVEL,PROJETO_NOME
Cristiano Araújo,"ARAÚJO, Cristiano",NAO,Projetos baseados em Plataformas: Estabelecendo um Ambiente Comum para Pesquisas e Desenvolvendo Novas Metodologias de Projeto
Abel Guilhermino Filho,"GUILHERMINO FILHO, Abel",NAO,Projetos baseados em Plataformas: Estabelecendo um Ambiente Comum para Pesquisas e Desenvolvendo Novas Metodologias de Projeto
Edson Barbosa Lisboa,"LISBOA, Edson Barbosa",NAO,Projetos baseados em Plataformas: Estabelecendo um Ambiente Comum para Pesquisas e Desenvolvendo Novas Metodologias de Projeto
Sandro Rigo,"RIGO, S.;Rigo, Sandro",NAO,"Uma Infraestrutura para Pesquisa, Projeto e Simulação de Sistemas Dedicados"
Guido Araújo,"ARAÚJO, Guido",SIM,"Uma Infraestrutura para Pesquisa, Projeto e Simulação de Sistemas Dedicados"
Rodolfo Jardim de Azevedo,"AZEVEDO, Rodolfo Jardim de",NAO,"Uma Infraestrutura para Pesquisa, Projeto e Simulação de Sistemas Dedicados"
Paulo César Centoducatte,"CENTODUCATTE, Paulo César",NAO,"Uma Infraestrutura para Pesquisa, Projeto e Simulação de Sistemas Dedicados"
Richard Maciel Costa,"COSTA, Richard Maciel",NAO,"Uma Infraestrutura para Pesquisa, Projeto e Simulação de Sistemas Dedicados"
Thiago Massaroli Sigrist,"SIGRIST, Thiago Massaroli",NAO,"Uma Infraestrutura para Pesquisa, Projeto e Simulação de Sistemas Dedicados"
Alexandro Baldassin,"BALDASSIN, Alexandro",NAO,"Uma Infraestrutura para Pesquisa, Projeto e Simulação de Sistemas Dedicados"
Bruno de Carvalho Albertini,"ALBERTINI, Bruno de Carvalho",NAO,"Uma Infraestrutura para Pesquisa, Projeto e Simulação de Sistemas Dedicados"
Luis Felipe Strano Moraes,"MORAES, Luis Felipe Strano",NAO,"Uma Infraestrutura para Pesquisa, Projeto e Simulação de Sistemas Dedicados"
Mário Rodrigues de Oliveira,"OLIVEIRA, Mário Rodrigues de",NAO,"Uma Infraestrutura para Pesquisa, Projeto e Simulação de Sistemas Dedicados"
Fernando Kronbauer,"KRONBAUER, Fernando",NAO,"Uma Infraestrutura para Pesquisa, Projeto e Simulação de Sistemas Dedicados"
Sandro Rigo,"RIGO, S.;Rigo, Sandro",NAO,Projeto Casadinho Edital 007/2006 CNPq
Guido Araújo,"ARAÚJO, Guido",NAO,Projeto Casadinho Edital 007/2006 CNPq
Rodolfo Jardim de Azevedo,"AZEVEDO, Rodolfo Jardim de",NAO,Projeto Casadinho Edital 007/2006 CNPq
Paulo César Centoducatte,"CENTODUCATTE, Paulo César",NAO,Projeto Casadinho Edital 007/2006 CNPq
Nahri Moreano,"MOREANO, Nahri",SIM,Projeto Casadinho Edital 007/2006 CNPq
Sandro Rigo,"RIGO, S.;Rigo, Sandro",SIM,Interoperabilidade Open Source e a Plataforma Microsoft
Rodolfo Jardim de Azevedo,"AZEVEDO, Rodolfo Jardim de",NAO,Interoperabilidade Open Source e a Plataforma Microsoft
Ricardo Anido,"ANIDO, Ricardo",NAO,Interoperabilidade Open Source e a Plataforma Microsoft
Roberto Prado,"PRADO, Roberto",NAO,Interoperabilidade Open Source e a Plataforma Microsoft
Fábio Cunha,"CUNHA, Fábio",NAO,Interoperabilidade Open Source e a Plataforma Microsoft
Raul Kist,"KIST, R.",NAO,Interoperabilidade Open Source e a Plataforma Microsoft
Bruno Melo,"MELO, B.",NAO,Interoperabilidade Open Source e a Plataforma Microsoft
Carolina Simões Gomes,"Gomes, C.",NAO,Interoperabilidade Open Source e a Plataforma Microsoft
Denis Rosas,"ROSAS, D.",NAO,Interoperabilidade Open Source e a Plataforma Microsoft
Sandro Rigo,"RIGO, S.;Rigo, Sandro",NAO,Automação de Projeto de Sistemas Dedicados Usando uma Linguagem de Descrição de Arquiteturas
Guido Araújo,"ARAÚJO, Guido",SIM,Automação de Projeto de Sistemas Dedicados Usando uma Linguagem de Descrição de Arquiteturas
Marilia Chiozo,"CHIOZO, Marilia",NAO,Automação de Projeto de Sistemas Dedicados Usando uma Linguagem de Descrição de Arquiteturas
Alexandro Baldassin,"BALDASSIN, Alexandro",NAO,Automação de Projeto de Sistemas Dedicados Usando uma Linguagem de Descrição de Arquiteturas
Bruno de Carvalho Albertini,"ALBERTINI, Bruno de Carvalho",NAO,Automação de Projeto de Sistemas Dedicados Usando uma Linguagem de Descrição de Arquiteturas
Fernando Kronbauer,"KRONBAUER, Fernando",NAO,Automação de Projeto de Sistemas Dedicados Usando uma Linguagem de Descrição de Arquiteturas
Rodolfo Azevedo,"AZEVEDO, Rodolfo",NAO,Automação de Projeto de Sistemas Dedicados Usando uma Linguagem de Descrição de Arquiteturas
Thiago Sigrist,"SIGRIST, T.",NAO,Automação de Projeto de Sistemas Dedicados Usando uma Linguagem de Descrição de Arquiteturas
Felipe Klein,"KLEIN, F.",NAO,Automação de Projeto de Sistemas Dedicados Usando uma Linguagem de Descrição de Arquiteturas
Luiz Claudio Villar dos Santos,"SANTOS, L. C. V.",NAO,Automação de Projeto de Sistemas Dedicados Usando uma Linguagem de Descrição de Arquiteturas
Luís Fernando Friedrich,"FRIEDRICH, L. F.",NAO,Automação de Projeto de Sistemas Dedicados Usando uma Linguagem de Descrição de Arquiteturas
Olinto José Varella Furtado,"FURTADO, O. J. V.",NAO,Automação de Projeto de Sistemas Dedicados Usando uma Linguagem de Descrição de Arquiteturas
Sandro Rigo,"RIGO, S.;Rigo, Sandro",NAO,e-Farms: Uma estrada de mão dupla de pequenas fazendas para o mundo em rede
Omar Carvalho Branquinho,"BRANQUINHO, Omar Carvalho",NAO,e-Farms: Uma estrada de mão dupla de pequenas fazendas para o mundo em rede
Cláudia Maria Bauzer Medeiros,"MEDEIROS, C. M. B.",SIM,e-Farms: Uma estrada de mão dupla de pequenas fazendas para o mundo em rede
Ricardo Torres,"TORRES, R.",NAO,e-Farms: Uma estrada de mão dupla de pequenas fazendas para o mundo em rede
Jansle Rocha,"ROCHA, J.",NAO,e-Farms: Uma estrada de mão dupla de pequenas fazendas para o mundo em rede
Rubens Lamparelli,"LAMPARELLI, R.",NAO,e-Farms: Uma estrada de mão dupla de pequenas fazendas para o mundo em rede
Sandro Rigo,"RIGO, S.;Rigo, Sandro",NAO,Desenvolvimento de Técnicas de Hardware e Software para Otimização de Desempenho em Arquiteturas Modernas de Processadores
Guido Araújo,"ARAÚJO, Guido",SIM,Desenvolvimento de Técnicas de Hardware e Software para Otimização de Desempenho em Arquiteturas Modernas de Processadores
Paulo César Centoducatte,"CENTODUCATTE, Paulo César",NAO,Desenvolvimento de Técnicas de Hardware e Software para Otimização de Desempenho em Arquiteturas Modernas de Processadores
Rodolfo Azevedo,"AZEVEDO, Rodolfo",NAO,Desenvolvimento de Técnicas de Hardware e Software para Otimização de Desempenho em Arquiteturas Modernas de Processadores
Sandro Rigo,"RIGO, S.;Rigo, Sandro",SIM,Memórias Transacionais: Desafios no Projeto e na Programação
Paulo Cesar Centoducatte,"CENTODUCATTE, Paulo Cesar",NAO,Memórias Transacionais: Desafios no Projeto e na Programação
Alexandro Baldassin,"BALDASSIN, Alexandro",NAO,Memórias Transacionais: Desafios no Projeto e na Programação
Bruno de Carvalho Albertini,"ALBERTINI, Bruno de Carvalho",NAO,Memórias Transacionais: Desafios no Projeto e na Programação
Luis Felipe Strano Moraes,"MORAES, Luis Felipe Strano",NAO,Memórias Transacionais: Desafios no Projeto e na Programação
Sandro Rigo,"RIGO, S.;Rigo, Sandro",SIM,Interoperabilidade Open Source e a Plataforma Microsoft - Projeto Interop Router
Raul Kist,"KIST, R.",NAO,Interoperabilidade Open Source e a Plataforma Microsoft - Projeto Interop Router
Bruno Melo,"MELO, B.",NAO,Interoperabilidade Open Source e a Plataforma Microsoft - Projeto Interop Router
Henrique Baggio,"BAGGIO, H.",NAO,Interoperabilidade Open Source e a Plataforma Microsoft - Projeto Interop Router
César Brod,"Brod, C.",NAO,Interoperabilidade Open Source e a Plataforma Microsoft - Projeto Interop Router
Sandro Rigo,"RIGO, S.;Rigo, Sandro",SIM,Interoperabilidade Open Source e a Plataforma Microsoft - Projeto Vicos
Raul Kist,"KIST, R.",NAO,Interoperabilidade Open Source e a Plataforma Microsoft - Projeto Vicos
Henrique Baggio,"BAGGIO, H.",NAO,Interoperabilidade Open Source e a Plataforma Microsoft - Projeto Vicos
Alexandre Tolstenko,"TOLSTENKO, A.",NAO,Interoperabilidade Open Source e a Plataforma Microsoft - Projeto Vicos
Nicholas Mizoguchi,"MIZOGUCHI, N.",NAO,Interoperabilidade Open Source e a Plataforma Microsoft - Projeto Vicos
Sandro Rigo,"RIGO, S.;Rigo, Sandro",NAO,"Análise, Modelagem e Otimização de Potência e Desempenho em Data-centers"
Guido Araújo,"ARAÚJO, Guido",SIM,"Análise, Modelagem e Otimização de Potência e Desempenho em Data-centers"
Rodolfo Azevedo,"AZEVEDO, Rodolfo",NAO,"Análise, Modelagem e Otimização de Potência e Desempenho em Data-centers"
Reinaldo Bergamaschi,"BERGAMASCHI, R.",NAO,"Análise, Modelagem e Otimização de Potência e Desempenho em Data-centers"
Sandro Rigo,"RIGO, S.;Rigo, Sandro",NAO,Te&#769;cnicas de Formac&#807;a&#771;o e Identificac&#807;a&#771;o de Regio&#771;es Quentes e Paralelizac&#807;a&#771;o de Lac&#807;os usando Software Pipeline Desacoplado
Guido Araújo,"ARAÚJO, Guido",SIM,Te&#769;cnicas de Formac&#807;a&#771;o e Identificac&#807;a&#771;o de Regio&#771;es Quentes e Paralelizac&#807;a&#771;o de Lac&#807;os usando Software Pipeline Desacoplado
Edson Borin,"BORIN, E.",NAO,Te&#769;cnicas de Formac&#807;a&#771;o e Identificac&#807;a&#771;o de Regio&#771;es Quentes e Paralelizac&#807;a&#771;o de Lac&#807;os usando Software Pipeline Desacoplado
Sandro Rigo,"RIGO, S.;Rigo, Sandro",NAO,Sistemas Integrados Multiprocessados para Suporte a Realidade Aumentada em Dispositivos Móveis
Guido Araújo,"ARAÚJO, Guido",NAO,Sistemas Integrados Multiprocessados para Suporte a Realidade Aumentada em Dispositivos Móveis
Rodolfo Azevedo,"AZEVEDO, Rodolfo",NAO,Sistemas Integrados Multiprocessados para Suporte a Realidade Aumentada em Dispositivos Móveis
Ney Calazans,"CALAZANS, N.",SIM,Sistemas Integrados Multiprocessados para Suporte a Realidade Aumentada em Dispositivos Móveis
Sandro Rigo,"RIGO, S.;Rigo, Sandro",SIM,WebLectures 2.0
Rodolfo Azevedo,"AZEVEDO, Rodolfo",NAO,WebLectures 2.0
Sandro Rigo,"RIGO, S.;Rigo, Sandro",SIM,Modelagem de consumo de energia em dispositivos móveis baseados em processadores ARM
Edson Borin,"BORIN, E.",NAO,Modelagem de consumo de energia em dispositivos móveis baseados em processadores ARM
Sandro Rigo,"RIGO, S.;Rigo, Sandro",NAO,Análise Estática para Detecção de Erros de Energia
Maxiwell Salvador Garcia,"GARCIA, M. S.",NAO,Análise Estática para Detecção de Erros de Energia
Edson Borin,"BORIN, E.",SIM,Análise Estática para Detecção de Erros de Energia
cristianno martins,"MARTINS, C.",NAO,Análise Estática para Detecção de Erros de Energia
Sandro Rigo,"RIGO, S.;Rigo, Sandro",NAO,Technologies for seamless interaction with wearables and IoT devices
Edson Borin,"BORIN, E.",SIM,Technologies for seamless interaction with wearables and IoT devices
Juliana Freitag Borin,"BORIN, J. F.",NAO,Technologies for seamless interaction with wearables and IoT devices
Sandro Rigo,"RIGO, S.;Rigo, Sandro",NAO,Explorac&#807;a&#771;o de Paralelismo em Hardware e Software
Alexandro Baldassin,"BALDASSIN, Alexandro",NAO,Explorac&#807;a&#771;o de Paralelismo em Hardware e Software
Nahri Moreano,"MOREANO, Nahri",NAO,Explorac&#807;a&#771;o de Paralelismo em Hardware e Software
Rodolfo Azevedo,"AZEVEDO, Rodolfo",SIM,Explorac&#807;a&#771;o de Paralelismo em Hardware e Software
Edson Borin,"BORIN, E.",NAO,Explorac&#807;a&#771;o de Paralelismo em Hardware e Software
Sandro Rigo,"RIGO, S.;Rigo, Sandro",NAO,ArchC 3.0 - Plataformas Embarcadas de Alto Desempenho e Baixo Consumo de Energia
Guido Araújo,"ARAÚJO, Guido",NAO,ArchC 3.0 - Plataformas Embarcadas de Alto Desempenho e Baixo Consumo de Energia
Rodolfo Azevedo,"AZEVEDO, Rodolfo",SIM,ArchC 3.0 - Plataformas Embarcadas de Alto Desempenho e Baixo Consumo de Energia
