NOME_COMPLETO,NOME_PARA_CITACAO,FLAG_RESPONSAVEL,PROJETO_NOME
"Lotufo, Roberto A.","Lotufo, Roberto A.",SIM,Métodos computacionais para análise de estruturas e tecidos cerebrais através de imagens multimodais
Richard Frayne,"FRAYNE, R.",NAO,Métodos computacionais para análise de estruturas e tecidos cerebrais através de imagens multimodais
Leticia Rittner,"RITTNER, Leticia;Rittner, Leticia;RITTNER, LETÍCIA;RITTNER, L.;RITTNER, L",SIM,Da Eletrônica à Computação: Não é Mágica é Ciência!
Tiago Fernandes Tavares,"TAVARES, T. F.",NAO,Da Eletrônica à Computação: Não é Mágica é Ciência!
Paula Dornhofer Paro Costa,"COSTA, P. D. P.",NAO,Da Eletrônica à Computação: Não é Mágica é Ciência!
Leticia Rittner,"RITTNER, Leticia;Rittner, Leticia;RITTNER, LETÍCIA;RITTNER, L.;RITTNER, L",NAO,Confecção de kits didáticos e construção de plataforma de fabricação
Tiago Fernandes Tavares,"TAVARES, T. F.",NAO,Confecção de kits didáticos e construção de plataforma de fabricação
Paula Dornhofer Paro Costa,"COSTA, P. D. P.",SIM,Confecção de kits didáticos e construção de plataforma de fabricação
Leticia Rittner,"RITTNER, Leticia;Rittner, Leticia;RITTNER, LETÍCIA;RITTNER, L.;RITTNER, L",NAO,Processamento de Imagens Médicas
Roberto de Alencar Lotufo,"LOTUFO, R.",SIM,Processamento de Imagens Médicas
Alexandre Xavier Falcão,"FALCÃO, A. X.",NAO,Processamento de Imagens Médicas
Fernando Cendes,"CENDES, F.",NAO,Processamento de Imagens Médicas
Jane Maryam Rondina,"RONDINA, J. M.",NAO,Processamento de Imagens Médicas
Leticia Rittner,"RITTNER, Leticia;Rittner, Leticia;RITTNER, LETÍCIA;RITTNER, L.;RITTNER, L",NAO,Métodos de segmentação e classificação baseados em grafos para imagens de tensores de difusão do cérebro
"Lotufo, Roberto","Lotufo, Roberto",SIM,Métodos de segmentação e classificação baseados em grafos para imagens de tensores de difusão do cérebro
Jayaram K. Udupa,"UDUPA, J. K.",NAO,Métodos de segmentação e classificação baseados em grafos para imagens de tensores de difusão do cérebro
