CLASSIFICACAO-DO-EVENTO,NOME-DO-EVENTO,CIDADE-DO-EVENTO,ANO-DE-REALIZACAO,TITULO-DOS-ANAIS-OU-PROCEEDINGS,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,ISBN,NOME-DA-EDITORA,CIDADE-DA-EDITORA,NOME-DO-EVENTO-INGLES,TRABALHO-EM-EVENTOS_Id
"NACIONAL","I SIMPOSIO DE ESPECIALISTAS EM PLANEJAMENTO E OPERACAO ELETRICA","Rio de Janeiro","1987","Anais do I SIMPOSIO DE ESPECIALISTAS EM PLANEJAMENTO E OPERACAO ELETRICA","","","","201","206","","SP-24","RIO DE JANEIRO Brasil","",10
"INTERNACIONAL","1998 IEEE PES Summer Meeting","San Diego","1998","IEEE Transactions on Power Delivery","14","4","","1533","1544","","IEEE PE-430-PWRD-0-04-1998","San Diego - E.U.A.","",11
"INTERNACIONAL","1998 IEEE International Sysposium on Circuits and Systems (ISCAS'98)","Moterey","1998","Proceedins of 1998 IEEE International Sysposium on Circuits and Systems (ISCAS'98)","III","","","501","504","","","Monterey - CA - E.U.A.","",12
"NAO_INFORMADO","1998 IEEE International Symposium on Circuits and Systems (ISCAS'98)","Monterey","1998","Proceedings of 1998 IEEE International Symposium on Circuits and Systems (ISCAS'98)","III","","","497","500","","","Monterey - CA - E.U.A.","",13
"INTERNACIONAL","International Conference on Power Systems Technology (POWERCON'98)","Pequim","1998","Proceedings of International Conference on Power Systems Technology (POWERCON'98)","","","","865","869","","","Beijing - CHINA","",14
"INTERNACIONAL","International Conference on Power Systems Technology (POWERCON'98)","Pequim","1998","Proceedings of International Conference on Power Systems Technology (POWERCON'98)","","","","855","859","","","Beijing - CHINA","",15
"INTERNACIONAL","International Conference on Power Systems Technology (POWERCON'98)","Pequim","1998","Proceedings of International Conference on Power Systems Technology (POWERCON'98)","","","","960","864","","","Beijing - CHINA","",16
"INTERNACIONAL","8th International Conference on Harmonics and Quality of Power (ICHQP'98)","Atenas","1998","Proceedings of 8th International Conference on Harmonics and Quality of Power (ICHQP'98)","","","","489","494","","","Atenas - GRÉCIA","",17
"INTERNACIONAL","8th International Conference on Harmonics and Quality of Power (ICHQP'98)","Atenas","1998","Proceedings of 8th International Conference on Harmonics and Quality of Power (ICHQP'98)","","","","1041","1046","","","Atenas - GRÉCIA","",18
"NAO_INFORMADO","8th International Conference on Harmonics and Quality of Power (ICHQP'98)","Atenas","1998","Proceedings of 8th International Conference on Harmonics and Quality of Power (ICHQP'98)","","","","292","297","","","Atenas - GRÉCIA","",19
"INTERNACIONAL","International Conferenco on Power Systems Transients (IPST'97)","Seattle","1997","Proceedings of International Conferenco on Power Systems Transients (IPST'97)","","","","61","66","","","Seattle, WA - E.U.A.","",20
"NACIONAL","XII Congresso Brasileiro de Automática (XII CBA)","Uberlândia","1998","Anais do XII Congresso Brasileiro de Automática (XII CBA)","","","","815","821","","","Uberlândia - MG - BRASIL","",21
"NACIONAL","XII Congresso Brasileiro de Automática (XII CBA)","Uberlândia","1998","Anais do XII Congresso Brasileiro de Automática (XII CBA)","","","","829","834","","","Uberlândia - MG - BRASIL","",22
"REGIONAL","III Congresso Latino Americano de Distribuição de Energia Elétrica","São Paulo","1998","Anais do III Congresso Latino Americano de Distribuição de Energia Elétrica","","","","70","74","","","São Paulo - SP - BRASIL","",23
"INTERNACIONAL","2000 International Conference on Power System Technology (POWERCON'00)","Perth","2000","Proccedings of International Conference on Power System Technology (POWERCON'00","","","","849","854","","","Perth - Austrália","",24
"INTERNACIONAL","2000 International Conference on Power System Technology (POWERCON'00)","Perth","2000","Proceedings of International Conference on Power System Technology (POWERCON'00)","","","","1059","1064","","","Perth - Austrália","",25
"INTERNACIONAL","2000 IASTED International Conference on Modelling and Simulation (MS 2000)","Pensilvânia","2000","Proceedings of IASTED International Conference on Modelling and Simulation (MS 2000)","608","069","","85","91","","","Pensilvânia - EUA","",26
"INTERNACIONAL","2000 IEEE PES Winter Meeting","Cingapura","2000","Proceedings of 2000 IEEE Winter Meeting","","","","1","6","","","Cingapura, Cingapura","",27
"INTERNACIONAL","1999 IASTED International Conference on Power and Energy Systems","Las Vegas","1999","Proceedings of IASTED International Conference on Power and Energy Systems","301","067","","1","5","","","Las Vegas - EUA","",28
"INTERNACIONAL","1999 IEEE PES Summer Meeting","Edmonton","1999","Proceedings of 1999 IEEE Summer Meeting","","","","786","791","","","Edmonton, Canadá","",29
"INTERNACIONAL","1999 International Conference on Power Systems Transients (IPST'99)","Budapeste","","Proceedings of 1999 International Conference on Power Systems Transients (IPST'99)","","","","49","54","","","Budapeste, Hungria","",30
"INTERNACIONAL","1999 IEEE International Symposium On Circuits And Systems (ISCAS'99)","Flórida","1999","Proceedings of 1999 IEEE International Symposium On Circuits And Systems (ISCAS'99)","V","","","86","90","","","Flórida, EUA","",31
"NACIONAL","XIII Congresso Brasileiro de Automática (XIII CBA)","Florianópolis","2000","Anais do XIII Congresso Brasileiro de Automática (XIII CBA)","","","","205","210","","SBA","Florianópolis - SC - Brasil","",32
"NACIONAL","VII Simpósio de Especialistas em Planejamento e Operação Elétrica (VII SEPOPE)","Curitiba","2000","Anais do VII Simpósio de Especialistas em Planejamento e Operação Elétrica (VII SEPOPE)","","","","1","6","","SP-37","Curitiba- PR - Brasil","",33
"NACIONAL","XX Congresso Ibero Latino Americano de Métodos Computacionais em Engenharia (XX CILAMCE)","São Paulo","1999","Anais do XX Congresso Ibero Latino Americano de Métodos Computacionais em Engenharia (XX CILAMCE)","","","","","","","","São Paulo","",34
"NACIONAL","XV Seminário Nacional de Produção e Transmissão de Energia Elétrica (XV SNPTEE)","Foz do Iguaçu","1999","Anais do XV Seminário Nacional de Produção e Transmissão de Energia Elétrica (SNPTEE)","GPC12","5","1","1","6","","","Foz do Iguaçu - PR - Brasil","",35
"INTERNACIONAL","2001 IEEE PES Winter Meeting","Columbus","2001","Proceedings of 2001 IEEE PES Winter Meeting","","","","1","6","","","Columbus - E.U.A.","",36
"INTERNACIONAL","2001 IEEE PES Winter Meeting","Columbus","2001","Proceedings of 2001 IEEE Winter Meeting","","","","1","6","","","Columbus - E. U.A.","",37
"INTERNACIONAL","CIGRE International Conference on Power Systems","Wuhan","2001","Proceedings of CIGRE International Conference on Power Systems","1","1","1","732","736","","","Wuhan - China","",38
"INTERNACIONAL","International Conference on Power Systems Transients (IPST'01)","Rio de Janeiro","2001","Proceedings of International Conference on Power Systems Transients (IPST'01)","1","1","","511","516","","","Rio de Janeiro - Brasil","",39
"INTERNACIONAL","International Conference on Power Systems Transients (IPST'01)","Rio de Janeiro","2001","Proceedings of International Conference on Power Systems Transients (IPST'01)","1","1","","31","36","","","Rio de Janeiro - Brasil","",40
"INTERNACIONAL","International Conference on Power Systems Transients (IPST'01)","Rio de Janeiro","2001","Proceedings of International Conference on Power Systems Transients (IPST'01)","1","1","","43","48","","","Rio de Janeiro - Brasil","",41
"INTERNACIONAL","International Conference on Power Systems Transients (IPST'01)","Rio de Janeiro","2001","Proceedings of International Conference on Power Systems Transients (IPST'01)","1","1","","19","24","","","Rio de Janeiro - Brasil","",42
"INTERNACIONAL","International Conference on Power Systems Transients (IPST'01)","Rio de Janeiro","2001","Proceedings of International Conference on Power Systems Transients (IPST'01)","1","1","","311","316","","","Rio de Janeiro - Brasil","",43
"INTERNACIONAL","2001 IEEE PES Summer Meeting","Vancouver","2001","Proceedings of 2001 IEEE PES Summer Meeting","1","1","","1","6","","","Vancouver - Canadá","",44
"INTERNACIONAL","IEEE-PES Transmission and Distribution Latin America","São Paulo","2002","Proceedings of IEEE PES Transmission and Distribution Latin America","T2","","","1","38","","IEEE/PES","São Paulo - Brasil","",45
"INTERNACIONAL","IEEE-PES Transmission and Distribution Latin America","São Paulo","2002","Anais do IEEE/PES Transmission and Distribution Latin America","100","","","1","6","","IEEE/PES","São Paulo - Brasil","",46
"INTERNACIONAL","IEEE-PES Transmission and Distribution Latin America","São Paulo","2002","Anais do IEEE/PES Transmission and Distribution Latin America","075","","","1","6","","IEEE/PES","São Paulo - Brasil","",47
"NACIONAL","XVI Seminário Nacional de Produção e Transmissão de Energia Elétrica","Campinas","2001","Anais do XVI Seminário Nacional de Produção e Transmissão de Energia Elétrica","GSC","024","","1","6","","","Campinas - SP - Brasil","",48
"INTERNACIONAL","IASTED Artificial Intelligence and Applications 2002 Conference","Málaga","2002","Proceedings of IASTED Artificial Intelligence and Applications 2002 Conference","1","1","a","34","45","","","","",49
"NACIONAL","XIV CONGRESSO BRASILEIRO DE AUTOMÁTICA","Natal","2002","anais do XIV CONGRESSO BRASILEIRO DE AUTOMÁTICA","","","","813","818","","","Natal - RN - Brasil","",50
"NACIONAL","xiv CONGRESSO BRASILEIRO DE AUTOMÁTICA","Natal","2002","anais do xiv CONGRESSO BRASILEIRO DE AUTOMÁTICA","1","1","1","807","812","","SBA","Natal - RN - bRASIL","",51
"NACIONAL","xiv CONGRESSO BRASILEIRO DE AUTOMÁTICA","Natal","2002","anais do xiv CONGRESSO BRASILEIRO DE AUTOMÁTICA","1","1","1","831","837","","SBA","Natal - RN - Brasil","",52
"INTERNACIONAL","International Conference on Power Systems Transients (IPST'03)","Nova Orleans - E.U.A.","2003","Proceedings of International Conference on Power Systems Transients (IPST'03)","1","1","1","7-4-1","7-4-6","","Entergy","Nova Orleans - E.U.A.","",53
"INTERNACIONAL","International Conference on Power Systems Transients (IPST'03)","Nova Orleans","2003","Proceedings of International Conference on Power Systems Transients (IPST'03)","1","1","1","10.11","10.16","","Entergy","Nova Orleans - E.U.A.","",54
"INTERNACIONAL","International Scientific and Technical Conference AC Power Delivery at Long and Very Long Distances","Novosibirsk","2003","Anais do International Scientific and Technical Conference AC Power Delivery at Long and Very Long Distances","1","1","1","444","454","","SIBNIIE","Novosibirsk - Rússia","",55
"NACIONAL","XVII SEMINARIO NACIONAL DE PRODUCAO E TRANSMISSAO DE ENERGIA ELETRICA","Uberlândia","2003","Anais do XVII SEMINARIO NACIONAL DE PRODUCAO E TRANSMISSAO DE ENERGIA ELETRICA","GSC X","1","1","17-1","17-6","","CEMIG / CIGRÉ","Uberlândia - MG - Brasil","",56
"NACIONAL","XVII Seminário Nacional de Produção e Transmissão de Energia Elétrica (SNPTEE)","Uberlândia - MG","2003","Anais do XVII Seminário Nacional de Produção e Transmissão de Energia Elétrica (SNPTEE)","GSC X","1","1","14-1","14-6","","CEMIG / Cigré","Uberlândia - MG - Brasil","",57
"INTERNACIONAL","2001 IEEE PES Summer Meeting","Vancouver","2001","Anais do 2001 IEEE PES Summer Meeting","1","1","1","1","6","","IEEE PES","Vancouver - Canadá","",58
"INTERNACIONAL","IEEE PES 2004 General meeting","Denver","2004","Proceeding of IEEE PES 2004 General Meeting","","","","1","8","","","Denver - tpwrd 00493-2002 E.UA","",59
"INTERNACIONAL","39th International Universities Power Engineering Conference","Bristol","2004","Proceedings of 39th International Universities Power Engineering Conference","3","","","1195","1199","","UWE","Bristol, Inglaterra","",60
"INTERNACIONAL","27th International Conference on Lightning Protection","Avignon","2004","Proceedings of 27th International Conference on Lightning Protection","2","","","566","571","","ICLP","Avignon, França","",61
"INTERNACIONAL","IEEE/PES Transmission and Distribution Latin America 2004","São Paulo","2004","Proceedings of IEEE/PES Transmission and Distribution Latin America 2004","1","","","1","6","","IEEE/PES Transmission and Distribution Latin America 2004","São Paulo - SP","",62
"INTERNACIONAL","IEEE/PES Transmission and Distribution Latin America 2004","São Paulo - SP","2004","Proceedings of IEEE/PES Transmission and Distribution Latin America 2004","1","","","1","6","","IEEE/PES Transmission and Distribution Latin America 2004","São Pauilo - SP","",63
"INTERNACIONAL","2005 International Conference on Power Systems Transients (IPST'05)","Montreal","2005","Proceedings of 2005 International Conference on Power Systems Transients (IPST'05)","1","1","1","1","6","","Hidro-Quebec","Montreal , Canadá","",64
"INTERNACIONAL","2005 International Conference on Power Systems Transients (IPST'05)","Montreal","2005","Proceedings of 2005 International Conference on Power Systems Transients (IPST'05)","1","1","1","1","6","","Hidro-Quebec","Montreal, Canadá","",65
"INTERNACIONAL","IEEE PES 2005 General Meeting","São Francisco","2005","Proceedings of IEEE PES 2005 General Meeting","1","1","1","1","6","","IEEE PES","São Francisco - E.U.A.","",66
"NACIONAL","XVIII Seminário Nacional de Produção e Transmissão de Energia Elétrica (XVIII SNPTEE)","Curitiba","2005","Anais do XVIII Seminário Nacional de Produção e Transmissão de Energia Elétrica (XVIII SNPTEE)","GSC X","32","","1","9","","CIGRE - BRASIL","Curitiba - Paraná","",67
"NACIONAL","XVIII Seminário Nacional de Produção e Transmissão de Energia Elétrica (XVIII SNPTEE)","Curitiba - Paraná","2005","anais do XVIII Seminário Nacional de Produção e Transmissão de Energia Elétrica (XVIII SNPTEE","GSC X","22","","1","9","","Cigré - Brasil","Curitiba - Paraná","",68
"NACIONAL","XVIII Seminário Nacional de Produção e Transmissão de Energia Elétrica (XVIII SNPTEE)","Curitiba - Paraná","2005","anais do XVIII Seminário Nacional de Produção e Transmissão de Energia Elétrica (XVIII SNPTEE)","GSC X","25","","1","9","","Cigré - Brasil","Curitiba - Paraná","",69
"INTERNACIONAL","IEEE/PES Transmission and Distribution Latin America 2004","São Paulo","2004","Proceedings of IEEE/PES Transmission and Distribution Latin America 2004","1","1","1","308","313","","IEEE PES","Piskataway - EUA","",70
"INTERNACIONAL","IEEE Transmission & Distribution Latin America 2006","Caracas","2006","Proceedings of IEEE Transmission & Distribution Latin America 2006","1","1","1","1","6","","IEEE PES","Piscataway, EUA","",71
"INTERNACIONAL","ANDESCON 2006 III Congreso Internacional de la Región Andina IEEE","Quito","2006","Anais do ANDESCON 2006 III Congreso Internacional de la Región Andina IEEE","1","1","1","1","6","","IEEE PES","Piscataway, EUA","",72
"INTERNACIONAL","International Conference on Power Systems Transients (IPST?07)","Lyon, França","2007","Proceedings of International Conference on Power Systems Transients (IPST?07)","1","1","1","1","6","","Ecole Central de Lyon","","",73
"INTERNACIONAL","International Conference on Power Systems Transients (IPST?07)","Lyon, França","2007","Proceedings of International Conference on Power Systems Transients (IPST?07)","1","1","1","1","6","","Ecole Central de Lyon","Lyon","",74
"NACIONAL","XIX Seminário Nacional De Produção E Transmissão De Energia Elétrica (XIX SNPTEE)","Rio de Janeiro","2007","Anais do Seminário Nacional De Produção E Transmissão De Energia Elétrica","1","1","1","1","8","","CIGRE","Rio de Janeiro","",75
"NACIONAL","XIX Seminário Nacional De Produção E Transmissão De Energia Elétrica (XIX SNPTEE)","Rio de Janeiro","2007","Anais do Seminário Nacional De Produção E Transmissão De Energia Elétrica","1","1","1","1","8","","CIGRE","Rio de Janeiro","",76
"NACIONAL","2o. Seminário Brasileiro de Sistemas Elétricos SBSE","Belo Horizonte","2008","Anais do 2o. Seminário Brasileiro de Sistemas Elétricos SBSE","1","1","1","1","2","","e","e","",77
"NACIONAL","2o. Seminário Brasileiro de Sistemas Elétricos SBSE","Belo Horizonte","2008","Anais do 2o. Seminário Brasileiro de Sistemas Elétricos SBSE","1","1","1","1","6","","e","e","",78
"NACIONAL","2o. Seminário Brasileiro de Sistemas Elétricos SBSE","Belo Horizonte","2008","Anais do 2o. Seminário Brasileiro de Sistemas Elétricos SBSE","1","1","1","1","6","","e","e","",79
"INTERNACIONAL","Conferência Técnica Andina IEEE ANDESCON 2008","Cuzco, Peru","2008","Anais do Conferência Técnica Andina IEEE ANDESCON 2008","1","1","1","1","6","","e","e","",80
"INTERNACIONAL","Conferência Técnica Andina IEEE ANDESCON 2008","Cuzco, Peru","2008","Anais do Conferência Técnica Andina IEEE ANDESCON 2008","1","1","1","1","6","","e","e","",81
"INTERNACIONAL","International Conference on High Voltage Engineering and Application (ICHVE 2008)","Chongqing","2008","Proceedings of 2008 International Conference on High Voltage Engineering and Application (ICHVE 2008)","1","1","1","1","1","1","IEEE","d","",82
"INTERNACIONAL","International Conference on Power System Technology 2002","China","2002","Proceedings of International Conference on Power System Technology 2002","3","1","1","1426","1431","","IEEE","China","",83
"INTERNACIONAL","International Conference on High Voltage Engineering and Application (ICHVE)","Chongqing","2008","Proceedings of International Conference on High Voltage Engineering and Application (ICHVE)","1","1","1","1","6","","IEEE","China","",84
"INTERNACIONAL","International Conference on High Voltage Engineering and Application (ICHVE)","Chongqing","2008","Proceedings of International Conference on High Voltage Engineering and Application (ICHVE)","1","1","1","1","6","","IEEE","China","",85
"INTERNACIONAL","International Conference on High Voltage Engineering and Application (ICHVE)","Chongqing","2008","Proceedings of International Conference on High Voltage Engineering and Application (ICHVE)","1","1","1","1","6","","IEEE","China","",86
"INTERNACIONAL","International Conference on Power Systems Transients (IPST?09)","Kyoto","2009","Proceedings of International Conference on Power Systems Transients (IPST?09)","1","1","1","1","6","","IPST","","",87
"NAO_INFORMADO","International Conference on Power Systems Transients (IPST?09)","Kyoto","2009","Proceedings of International Conference on Power Systems Transients (IPST?09)","1","1","1","1","6","","IPST","","",88
"INTERNACIONAL","International Conference on Power Systems Transients (IPST?09)","Kyoto","2009","Proceedings of International Conference on Power Systems Transients (IPST?09)","1","1","1","1","6","","IPST","","",89
"NACIONAL","XX SNPTEE Seminário Nacional De Produção E Transmissão De Energia Elétrica","Recife","2009","Anais do XX SNPTEE Seminário Nacional De Produção E Transmissão De Energia Elétrica","","","","","","","Cigre - Brasil","","",90
"NACIONAL","XX SNPTEE Seminário Nacional De Produção E Transmissão De Energia Elétrica","Recife","2009","Anais do XX SNPTEE Seminário Nacional De Produção E Transmissão De Energia Elétrica","","","","","","","Cigre - Brasil","","",91
"NACIONAL","XX SNPTEE Seminário Nacional De Produção E Transmissão De Energia Elétrica","Recife","2009","Anais do XX SNPTEE Seminário Nacional De Produção E Transmissão De Energia Elétrica","","","","","","","Cigre - Brasil","","",92
"NACIONAL","XX SNPTEE Seminário Nacional De Produção E Transmissão De Energia Elétrica","Recife","2009","Anais do XX SNPTEE Seminário Nacional De Produção E Transmissão De Energia Elétrica","","","","","","","Cigre - Brasil","","",93
"NACIONAL","XX SNPTEE Seminário Nacional De Produção E Transmissão De Energia Elétrica","Recife","2009","Anais do XX SNPTEE Seminário Nacional De Produção E Transmissão De Energia Elétrica","","","","","","","Cigre - Brasil","","",94
"NACIONAL","3o. Seminário Brasileiro de Sistemas Elétricos SBSE","Belém","2010","Anais do 3o. Seminário Brasileiro de Sistemas Elétricos SBSE","1","42","0105","1","6","","Universidade Federal do Pará","Belém","",95
"NACIONAL","3o. Seminário Brasileiro de Sistemas Elétricos SBSE","Belém","2010","Anais do 3o. Seminário Brasileiro de Sistemas Elétricos SBSE","1","19","0072","1","6","","Universidade Federal do Pará","Belém","",96
"NACIONAL","3o. Seminário Brasileiro de Sistemas Elétricos SBSE","Belém","2010","Anais do 3o. Seminário Brasileiro de Sistemas Elétricos SBSE","1","19","0084","1","6","","Universidade Federal do Pará","Belém","",97
"NACIONAL","XVII Congresso Brasileiro de Automática (XVII CBA)","Bonito","2010","anais do XVII Congresso Brasileiro de Automática (XVII CBA);","1","1","1","1","6","","Sociedade Barsileira de Automática","São Paulo SP","",98
"NACIONAL","XVII Congresso Brasileiro de Automática (XVII CBA)","Bonito","2010","anais do XVII Congresso Brasileiro de Automática (XVII CBA);","1","1","1","1","6","","Sociedade Barsileira de Automática","São Paulo SP","",99
"NACIONAL","XVII Congresso Brasileiro de Automática (XVII CBA)","Bonito","2010","anais do XVII Congresso Brasileiro de Automática (XVII CBA);","1","1","1","1","6","","Sociedade Barsileira de Automática","São Paulo SP","",100
"INTERNACIONAL","IWSSIP 2010 - 17th International Conference on Systems, Signals and Image Processing","Rio de Janeiro","2010","anais do 17th International Conference on Systems, Signals and Image Processing","1","1","1","1","6","","-","Rio de Janeiro","",101
"INTERNACIONAL","IWSSIP 2010 - 17th International Conference on Systems, Signals and Image Processing","Rio de Janeiro","2010","anais do 17th International Conference on Systems, Signals and Image Processing","1","1","1","1","6","","-","Rio de Janeiro","",102
"INTERNACIONAL","IEEE Transmission and Distribution Latin America 2010","São Paulo","2010","proceedings of IEEE Transmission and Distribution Latin America 2010","1","1","1","1","6","","IEEE","New York","",103
"INTERNACIONAL","IEEE Transmission and Distribution Latin America 2010","São Paulo","2010","proceedings of IEEE Transmission and Distribution Latin America 2010","1","1","1","1","6","","IEEE","New York","",104
"INTERNACIONAL","Asia-Pacific Power and Energy Engineering Conference (APPEEC 2011)","Wuhan","2011","Proceedings of Asia-Pacific Power and Energy Engineering Conference (APPEEC 2011)","1","1","1","1","6","","IEEE","Wuhan","",105
"INTERNACIONAL","Asia-Pacific Power and Energy Engineering Conference (APPEEC 2011)","Wuhan","2011","Proceedings of Asia-Pacific Power and Energy Engineering Conference (APPEEC 2011)","1","1","1","1","6","","IEEE","Wuhan","",106
"INTERNACIONAL","XIV Encontro Ibero-americano do CIGRÉ (XIV ERIAC)","Cidade do Leste","2011","anais do XIV Encontro Ibero-americano do CIGRÉ (XIV ERIAC)","1","1","1","1","6","","CIGRÉ","Rio de Janeiro","",107
"INTERNACIONAL","International Conference on Power Systems Transients (IPST?11)","Delft","2011","anais do International Conference on Power Systems Transients (IPST?11)","1","1","1","1","6","","IPST","Delft","",108
"INTERNACIONAL","International Conference on Power Systems Transients (IPST?11)","Delft","2011","anais do International Conference on Power Systems Transients (IPST?11)","1","1","1","1","6","","IPST","Delft","",109
"INTERNACIONAL","International Conference on Power Systems Transients (IPST?11)","Delft","2011","anais do International Conference on Power Systems Transients (IPST?11)","1","1","1","1","6","","IPST","Delft","",110
"INTERNACIONAL","International Conference on Power Systems Transients (IPST?11)","Delft","2011","anais do International Conference on Power Systems Transients (IPST?11)","1","1","1","1","6","","IPST","Delft","",111
"INTERNACIONAL","IEEE PES General Meeting 2011","Detroit","2011","IEEE PES General Meeting 2011","1","1","1","1","6","","IEEE XPlore","Detroit","",112
"INTERNACIONAL","17th Power Systems Computation Conference 2011, PSCC?11","Estocolmo","2011","Proceedings of 17th Power Systems Computation Conference 2011, PSCC?11","1","1","1","1","6","","IEEE XPlore","Estocolmo","",113
"INTERNACIONAL","IEEE Electrical Power and Energy Conference (EPEC) 2011 Conference","Winnipeg","2011","proc. of IEEE Electrical Power and Energy Conference (EPEC) 2011 Conference","1","1","1","1","6","","IEEE XPlore","Winnipeg","",114
"INTERNACIONAL","IEEE Electrical Power and Energy Conference (EPEC) 2011 Conference","Winnipeg","2011","proc. of IEEE Electrical Power and Energy Conference (EPEC) 2011 Conference","1","1","1","1","6","","IEEE XPlore","Winnipeg","",115
"INTERNACIONAL","IEEE Electrical Power and Energy Conference (EPEC) 2011 Conference","Winnipeg","2011","proc. of IEEE Electrical Power and Energy Conference (EPEC) 2011 Conference","1","1","1","1","6","","IEEE XPlore","Winnipeg","",116
"INTERNACIONAL","IEEE Electrical Power and Energy Conference (EPEC) 2011 Conference","Winnipeg","2011","proc. of IEEE Electrical Power and Energy Conference (EPEC) 2011 Conference","1","1","1","1","6","","IEEE XPlore","Winnipeg","",117
"INTERNACIONAL","IEEE Electrical Power and Energy Conference (EPEC) 2011 Conference","Winnipeg","2011","proc. of IEEE Electrical Power and Energy Conference (EPEC) 2011 Conference","1","1","1","1","6","","IEEE XPlore","Winnipeg","",118
"INTERNACIONAL","International Conference on Power Systems Transients (IPST?11)","Delft","2011","proc of International Conference on Power Systems Transients (IPST?11)","1","1","1","1","6","","IPST","Delft","",119
"NACIONAL","XXI SNPTEE Seminário Nacional de Produção e Transmissão de Energia Elétrica","Florianópolis","2011","anais do XXI SNPTEE Seminário Nacional de Produção e Transmissão de Energia Elétrica","1","1","1","1","6","","CIGRE","Rio de Janeiro","",120
"NACIONAL","XXI SNPTEE Seminário Nacional de Produção e Transmissão de Energia Elétrica","Florianópolis","2011","anais do XXI SNPTEE Seminário Nacional de Produção e Transmissão de Energia Elétrica","1","1","1","1","6","","CIGRE","Rio de Janeiro","",121
"NACIONAL","XXI SNPTEE Seminário Nacional de Produção e Transmissão de Energia Elétrica","Florianópolis","2011","anais do XXI SNPTEE Seminário Nacional de Produção e Transmissão de Energia Elétrica","1","1","1","1","6","","CIGRE","Rio de Janeiro","",122
"NACIONAL","4o Seminário Brasileiro de Sistemas Elétricos SBSE","Goiânia","2012","anais do 4o Seminário Brasileiro de Sistemas Elétricos SBSE","1","1","1","1","6","","SBSE","Goiânia","",123
"NACIONAL","4o Seminário Brasileiro de Sistemas Elétricos SBSE","Goiânia","2012","anais do 4o Seminário Brasileiro de Sistemas Elétricos SBSE","1","1","1","1","6","","SBSE","Goiânia","",124
